system:index,ADM1_CODE,ADM2_CODE,ADM2_NAME,Country,Median_Pop,StdDev_Pop,Total_Pop,Year,.geo
1_1_2_00000000000000001ee7,3048,27817,Oguzeli,Turkey,0.3576898083832787,3.472645597224293,46222.573818699726,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ee8,3048,27818,Sahinbey,Turkey,0.6657452996029618,28.550038641216858,752785.1881054553,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ee9,3048,27819,Sehitkamil,Turkey,0.5644860858774818,14.009839877793265,449444.7378271074,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001eea,3048,27820,Yavuzeli,Turkey,0.358709938571666,2.047264680222269,12623.50365804587,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001eeb,3052,27847,Altinozu,Turkey,0.6138645268085797,1.7221642046884678,40474.01102672363,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001eec,3052,27848,Belen,Turkey,0.8704472615136941,5.279084444542226,42112.77294912529,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001eed,3052,27849,Dortyol,Turkey,2.626909598736897,6.167313245720629,98394.02798195044,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001eee,3052,27850,Erzin,Turkey,0.4323148805176393,1.654749819198531,21980.89677651939,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001eef,3052,27851,Hassa,Turkey,0.6153453160948393,3.8694572223179793,39266.41434640115,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef0,3052,27852,Iskenderun,Turkey,1.741632997372223,10.968298304238669,258475.07261365803,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef1,3052,27853,Kirikhan,Turkey,0.24998370423897706,4.563810266868947,64857.37535121652,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef2,3052,27854,Kumlu,Turkey,0.2655624866132141,0.8527952831716518,7650.83024708078,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef3,3052,27855,Merkez,Turkey,2.4201398988005494,11.115542630112493,401711.15584295715,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef4,3052,27856,Reyhanli,Turkey,0.7109765016187384,5.825617840911299,65273.03407129222,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef5,3052,27857,Samandagi,Turkey,2.734661305693568,7.430006261835611,106951.47960643066,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef6,3052,27858,Yayladagi,Turkey,0.3081922749513407,1.409561175931349,20912.366587596316,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef7,3053,27859,Anamur,Turkey,0.0961083944286904,3.1160620801099648,43257.86645315471,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef8,3053,27860,Aydincik,Turkey,0.0880575766787836,1.0695057928082865,8364.276627622292,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001ef9,3053,27861,Bozyazi,Turkey,0.05039665176345368,1.417439011183613,18033.601145107423,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001efa,3053,27862,Camliyayla,Turkey,0.13321385521970802,0.3470247234400323,4838.087918778789,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001efb,3053,27863,Erdemli,Turkey,0.35705151773634447,2.941344612530511,97456.15192022722,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001efc,3053,27864,Gulnar,Turkey,0.05008962152374085,0.7170460909873341,20484.23564569706,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001efd,3053,27865,Merkez,Turkey,1.4409227199834769,16.993811925352745,723564.896639643,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001efe,3053,27866,Mut,Turkey,0.057153614442746,1.35665006315637,43058.76528725708,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001eff,3053,27867,Silifke,Turkey,0.07211220355073236,2.003740893727049,79565.01975480624,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f00,3053,27868,Tarsus,Turkey,0.5477125853642407,9.75089084231486,354746.1949036449,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f01,3055,27873,Aksu,Turkey,0.35905296544530496,1.1397136481922112,3344.558177777147,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f02,3055,27874,Atabey,Turkey,0.21266048364971735,1.0359100274157635,4316.739698153822,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f03,3055,27875,Egirdir,Turkey,0.30912763143396754,1.7107231590416128,21859.92718369631,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f04,3055,27876,Gelendost,Turkey,0.43518274876134827,1.8261191257655216,9657.856405011229,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f05,3055,27877,Gonen,Turkey,0.40569472502574117,1.148520609260563,8093.1520230511,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f06,3055,27878,Keciborlu,Turkey,0.17571771502553363,1.4990195484797537,10622.413807329282,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f07,3055,27879,Merkez,Turkey,1.2251007042425828,13.330814815451555,208817.98289833392,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f08,3055,27880,Sarkikaraagac,Turkey,0.435635831803757,1.8411554825814853,17729.105940139536,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f09,3055,27881,Senirkent,Turkey,0.04586306053291413,1.6419184561846911,8086.9658348584435,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f0a,3055,27882,Sutculer,Turkey,0.0763877919348544,0.6013709718413119,4180.82240498796,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f0b,3055,27883,Uluborlu,Turkey,0.045422863235590416,1.9861404217225265,4784.567139460522,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f0c,3055,27884,Yalvac,Turkey,0.3070731375434435,2.1814839285150938,32484.861330859185,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f0d,3055,27885,Yenisarbademli,Turkey,0.15131846496037074,0.6074972427172918,1088.5161256475592,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f0e,3056,27886,Adalar,Turkey,6.908856630325317,5.244127199563914,6684.822706181393,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f0f,3056,27887,Avcilar,Turkey,45.0560512838403,60.88043598634696,282168.0959242677,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f10,3056,27888,B.cekmece,Turkey,12.503287251388793,37.31115515293565,674110.6971214983,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f11,3056,27889,Bagcilar,Turkey,306.98398323114935,86.26831568404415,795017.7622482224,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f12,3056,27890,Bahcelievler,Turkey,242.7601064046224,113.53200151572479,443060.16258659353,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f13,3056,27891,Bakirkoy,Turkey,28.518314049652506,42.00551333969528,120864.51756372268,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f14,3056,27892,Bayrampasa,Turkey,223.42272186279297,72.42337343788903,214423.5602645875,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f15,3056,27893,Besiktas,Turkey,38.44239559909137,16.815877771944546,98828.69064130593,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f16,3056,27894,Beykoz,Turkey,4.492709916848274,19.63901819219767,244365.81704139686,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f17,3056,27895,Beyoglu,Turkey,152.5224218435533,48.91576664459113,183154.68551165244,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f18,3056,27896,Catalca,Turkey,0.7355309582408904,4.494431484169868,194525.8376187657,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f19,3056,27897,Eminonu,Turkey,111.55652125801626,36.930441310292856,39441.43273013247,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f1a,3056,27898,Esenler,Turkey,101.9000010802367,130.09575079327433,534979.2807797275,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f1b,3056,27899,Eyup,Turkey,2.84593826790402,42.20495077318197,380485.6547295262,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f1c,3056,27900,Fatih,Turkey,148.45128135707333,37.569210612832926,186729.70238107422,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f1d,3056,27901,G.osmanpasa,Turkey,8.957389902106286,88.81852194158726,1035773.6167584701,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f1e,3056,27902,Gungoren,Turkey,303.3355223026331,121.70960026517375,281774.52434435056,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f1f,3056,27903,K.cekmece,Turkey,29.04192978759868,78.25086726395814,834449.1180829026,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f20,3056,27904,Kadikoy,Turkey,104.51520618860778,34.57129147684483,370947.66195416916,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f21,3056,27905,Kagithane,Turkey,186.91532001418238,69.60019065587292,376347.92238756054,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f22,3056,27906,Kartal,Turkey,76.46811202519652,44.50315188912677,254497.11393037965,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f23,3056,27907,Maltepe,Turkey,29.48030502315226,35.211219662949404,538344.0825968212,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f24,3056,27908,Pendik,Turkey,10.490307501312293,23.57065244752783,333057.4594260454,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f25,3056,27909,Sariyer,Turkey,9.233293501358458,18.012186764350503,238956.12984741005,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f26,3056,27910,Sile,Turkey,0.42869691319064857,2.761799747751009,77707.1696968694,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f27,3056,27911,Silivri,Turkey,0.6860898035413208,2.1989531324114497,98711.2895357141,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f28,3056,27912,Sisli,Turkey,52.56914429843074,57.547854254228184,272534.0225694336,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f29,3056,27913,Sultanbeyli,Turkey,54.54724296706622,52.71690724984853,183796.3152286315,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f2a,3056,27914,Tuzla,Turkey,19.54830980129086,22.843433618350286,146210.38041503564,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f2b,3056,27915,Umraniye,Turkey,36.47556195862663,48.47131074934718,888524.9496751803,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f2c,3056,27916,Uskudar,Turkey,127.07943280877043,50.82689083081971,590029.434451563,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f2d,3056,27917,Zeytinburnu,Turkey,142.54322281802993,32.34756451432625,179135.42039627387,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f2e,3057,27918,Aliaga,Turkey,0.8102447072926051,2.907508304313966,61220.47848045631,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f2f,3057,27919,Balcova,Turkey,17.612593738463545,12.008306119716606,52455.1383582134,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f30,3057,27920,Bayindir,Turkey,0.6858883830477672,2.1843789430394494,26557.939981289637,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f31,3057,27921,Bergama,Turkey,0.30953068965973374,2.30489182281015,69038.85169128596,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f32,3057,27922,Beydag,Turkey,0.8032563599970084,2.1972004159762517,6686.517436626644,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f33,3057,27923,Bornova,Turkey,4.860584320082318,24.952323975030087,397103.8509024359,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f34,3057,27924,Buca,Turkey,6.818928577286432,57.80940862855774,394471.3980341547,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f35,3057,27925,Cesme,Turkey,0.21732068705750954,1.8761439297461424,27171.60570693262,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f36,3057,27926,Cigli,Turkey,5.740128957131058,15.0874733715241,82062.19738106201,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f37,3057,27927,Dikili,Turkey,0.3127995020147689,1.7916438070336478,23559.94098300868,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f38,3057,27928,Foca,Turkey,0.6137091987100448,3.0311997131615844,32514.245360411092,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f39,3057,27929,Gaziemir,Turkey,11.4231853581518,24.756455917671506,111412.08616965158,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f3a,3057,27930,Guzelbahce,Turkey,1.409232351015199,2.786929508957269,22179.540135629126,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f3b,3057,27931,Hekimadasi,Turkey,,,0.0,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f3c,3057,27932,Karaada,Turkey,0.018848082050681114,0.0011576661726324735,0.6172924730926752,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f3d,3057,27933,Karaburun,Turkey,0.04563697743801072,0.5738895281800428,6162.90190146496,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f3e,3057,27934,Kemalpasa,Turkey,0.8632826634142705,4.040532687727715,79343.36750188968,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f3f,3057,27935,Kinik,Turkey,0.3131159113341516,1.9731871076033547,18545.541267925444,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f40,3057,27936,Kiraz,Turkey,0.8610628634797839,3.551069167635549,18972.46078858973,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f41,3057,27937,Konak,Turkey,48.98843205433229,62.41861746932712,1208170.4863907613,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f42,3057,27938,Menderes,Turkey,0.43342754816839,1.9263977927398175,53401.91419743668,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f43,3057,27939,Menemen,Turkey,0.8618719817198726,5.845507385097432,123142.15070277486,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f44,3057,27940,Narlidere,Turkey,4.775368678751092,16.488320681169306,59715.469789263465,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f45,3057,27941,Odemis,Turkey,0.8712801935244386,4.516666521107716,95355.26526439999,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f46,3057,27942,Seferihisar,Turkey,0.30718967626214405,1.9476098431281021,23342.908175626253,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f47,3057,27943,Selcuk,Turkey,0.8710540639329248,4.079718425023225,33775.639942436224,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f48,3057,27944,Tire,Turkey,0.36530609545972326,2.921362326450897,54712.3364075675,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f49,3057,27945,Toprakada,Turkey,0.015606999397277832,2.77194536229118E-4,0.5486716490677175,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f4a,3057,27946,Torbali,Turkey,1.1213163759609432,3.582460509021998,105953.84054785229,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f4b,3057,27947,Urla,Turkey,0.18454724931481,1.817473799480233,39161.759282300125,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f4c,3057,27948,Uzunada,Turkey,0.038027410423665337,0.07016913513054313,98.43503365429002,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f4d,3058,27949,Afsin,Turkey,0.3539540764104205,2.98112649113363,59428.32982388769,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f4e,3058,27950,Andirin,Turkey,0.12106896583900975,1.333982716630256,23442.843843608127,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f4f,3058,27951,Caglayancerit,Turkey,0.5507225756229922,1.9366942580569142,9111.926860569856,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f50,3058,27952,Ekinozu,Turkey,0.21627679015234869,1.331392726176529,5626.315997971474,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f51,3058,27953,Elbistan,Turkey,0.7384798480360021,5.83325406081069,89143.46279738439,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f52,3058,27954,Goksun,Turkey,0.10056951156219626,2.1847024207739034,30180.878728286814,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f53,3058,27955,Merkez,Turkey,0.29117113959307156,10.228036436367775,417508.0499556671,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f54,3058,27956,Nurhak,Turkey,0.1407347092279524,0.8161566254106051,3965.9573625108997,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f55,3058,27957,Pazarcik,Turkey,0.36494390359857,2.4286205688239133,52367.90463749703,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f56,3058,27958,Turkoglu,Turkey,0.35639755326102335,4.342039629154616,60425.30873875479,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f57,3060,27965,Ayranci,Turkey,0.04350160715076795,0.31475689177958394,3580.96686341195,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f58,3060,27966,Basyayla,Turkey,0.2164914081700618,1.7879672255297747,4094.2570818796385,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f59,3060,27967,Ermenek,Turkey,0.18284360297541524,1.547437033497017,13397.313927544697,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f5a,3060,27968,Kazimkarabekir,Turkey,0.18280268527784052,1.9239669066775766,7744.895598138033,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f5b,3060,27969,Merkez,Turkey,0.13117284349904634,4.518321071243812,127608.7176051683,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f5c,3060,27970,Sariveliler,Turkey,0.4644994237800924,1.0547381692696636,4235.8938276559375,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f5d,3063,27999,Akkisla,Turkey,0.20403749275941846,0.857996463078157,3178.4122229835634,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f5e,3063,28000,Bunyan,Turkey,0.1775257835491812,1.681925141830315,18837.965459199182,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f5f,3063,28001,Develi,Turkey,0.3647734285744935,3.271589878219277,42247.5855774793,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f60,3063,28002,Felahiye,Turkey,0.13913250157742763,0.8105807781092033,3028.8786202261763,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f61,3063,28003,Hacilar,Turkey,0.35279241081543466,7.137080946898856,42815.49711139748,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f62,3063,28004,Incesu,Turkey,0.2797493169328435,1.0364459565787398,12795.885908143935,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f63,3063,28005,Kocasinan,Turkey,1.2515062609751904,12.741057543519823,345337.87018649804,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f64,3063,28006,Melikgazi,Turkey,5.758721820701134,15.88718641917356,356522.2949563485,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f65,3063,28007,Ozvatan,Turkey,0.14037748663667662,0.7073742514021414,4080.3772489751564,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f66,3063,28008,Pinarbasi,Turkey,0.06258297647158843,0.8669261130160961,13912.15665701526,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f67,3063,28009,Sarioglan,Turkey,0.15149467595328692,1.0054140847213289,8451.171658087887,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f68,3063,28010,Sariz,Turkey,0.09173694426809134,0.6006839283043396,6824.946472610844,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f69,3063,28011,Talas,Turkey,1.1226028163440709,7.408827730439686,73678.32230712596,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f6a,3063,28012,Tomarza,Turkey,0.17537899636288745,1.3478726209474796,12660.793653722001,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f6b,3063,28013,Yahyali,Turkey,0.09107979367630417,2.6658655458795444,17097.16466086965,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f6c,3063,28014,Yesilhisar,Turkey,0.17783141828670815,1.2120372981589984,8306.300563186976,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f6d,3064,28015,Elbeyli,Turkey,0.27931033575688646,0.68065502240685,5349.3347540099985,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f6e,3064,28016,Merkez,Turkey,0.35781184184506165,5.313892920170585,77088.51191001944,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f6f,3064,28017,Musabeyli,Turkey,0.23443983218440131,0.5275304042373836,6876.557324248708,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f70,3064,28018,Polateli,Turkey,0.1632425597905977,0.29603219603347625,3080.8192624174194,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f71,3065,28019,Bahsili,Turkey,0.08586552872019969,0.42051701255210105,1206.8755504205678,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f72,3065,28021,Celebi,Turkey,0.27885105919074815,0.918549921938511,4875.1229874365945,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f73,3065,28023,Karakecili,Turkey,0.2012850561750424,1.3053132482681105,3602.974089477847,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f74,3065,28024,Keskin,Turkey,0.2461494159119984,17.83025584677193,89260.6633348392,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f75,3065,28025,Merkez,Turkey,0.2585512529644797,10.559983226367894,82957.47572949536,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f76,3065,28027,Yahsihan,Turkey,0.13953762933246344,0.7762049870366958,7638.658713343809,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f77,3066,28028,Babaeski,Turkey,0.43453815731400713,2.340863229340949,36394.679240700534,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f78,3066,28031,Luleburgaz,Turkey,0.3624765159966511,3.911411234758732,95310.57253106135,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f79,3066,28032,Merkez,Turkey,0.08351323171581952,2.529235760209266,62135.51429292379,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f7a,3066,28033,Pehlivankoy,Turkey,0.22163624494794323,0.8937958493219051,2416.060888399198,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f7b,3066,28034,Pinarhisar,Turkey,0.05333622188434352,1.2537115812056039,13928.232652049588,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f7c,3066,28035,Vize,Turkey,0.06304702193215243,1.272222370055772,22456.28432756359,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f7d,3067,28036,Akcakent,Turkey,0.0973606143379584,0.21645853647326074,1729.8692896701868,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f7e,3067,28037,Akpinar,Turkey,0.10726278680518966,0.555493697416547,3102.106506420986,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f7f,3067,28038,Boztepe,Turkey,0.1521538837292344,0.6346612749274714,3894.576321400096,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f80,3067,28039,Cicekdagi,Turkey,0.08897674461903872,0.7110430102754335,6251.856324479778,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f81,3067,28040,Kaman,Turkey,0.17547375356361922,1.9807857569129959,25043.08438673252,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f82,3067,28041,Merkez,Turkey,0.3571588540012956,4.196044021052158,86093.14042244527,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f83,3067,28042,Mucur,Turkey,0.18644675896122404,1.4041112257954171,11265.21097355255,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f84,3068,28043,Gebze,Turkey,1.7398753278190167,8.914221764957256,304299.31826365803,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_00000000000000001f85,3068,28044,Golcuk,Turkey,1.715133644468231,14.81776293843973,131803.25879055003,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
