system:index,ADM1_CODE,ADM2_CODE,ADM2_NAME,Country,Median_Pop,StdDev_Pop,Total_Pop,Year,.geo
1_2_00000000000000000f61,61526,65852,Markz Dir Mawas,Egypt,9.246715193726434,13.19329005460257,297070.75146319735,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f62,61526,65854,Markz Maghagha,Egypt,11.48984740729219,15.575198143272297,427680.08924597607,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f63,61526,65855,Markz Mallawi,Egypt,9.506388145594334,19.229869012189948,552194.6359549153,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f64,61526,65857,Markz Matay,Egypt,8.742571311986616,12.059524933356988,233475.40996340412,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f65,61526,65862,Markz Samalut,Egypt,6.496248324375899,14.025032713661716,579503.3189748137,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f66,61526,65865,New Minya,Egypt,1.5641281345616216,2.939922592671805,4248.539282451659,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f67,61526,65866,Zemam Out,Egypt,7.103125282059662E-5,0.7246056116037178,6930.01190753953,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f68,61527,65872,Al-Bagur,Egypt,13.254462981087876,10.602838307985667,300335.7567289363,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f69,61527,65873,Al-Shuhada,Egypt,10.242184066425468,11.31893305959405,249025.37053008645,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f6a,61527,65874,Ashmun,Egypt,14.754895107337148,11.181490098776948,626718.0624456854,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f6b,61527,65875,Birkat Al-Sab,Egypt,12.474048185732448,14.280759644155987,235195.2927629667,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f6c,61527,65876,Minuf,Egypt,12.742106777691564,9.257485573375005,329730.2709456801,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f6d,61527,65877,Minuf City,Egypt,29.510554730059805,33.11063618002535,86847.20004506015,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f6e,61527,65879,Quwisna,Egypt,11.241248276209225,14.094167663446541,373868.00429049385,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f6f,61527,65888,Sadat City,Egypt,0.6178969156996299,3.5611433888669977,138443.82332021627,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f70,61527,65889,Shibin al-Kum,Egypt,15.484769576426388,28.454817483454114,519451.25050389254,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f71,61527,65891,Sirs Al-Layyana City,Egypt,18.265833916318588,19.848584268728715,51665.403827495225,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f72,61527,65894,Tala,Egypt,9.74000415464412,12.021336277641261,293056.991540611,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f73,61528,65896,A-Dakhla Oasis,Egypt,0.019752967447723847,1.1076671745032034,60896.22554863659,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f74,61528,65897,Al-Kharga Oasis,Egypt,0.02136438843410338,1.4689853447481627,65501.64373594419,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f75,61528,65898,Al Farafra Oasis,Egypt,0.0,0.2699290657929881,19021.626451164484,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f76,61528,65903,Paris Paris,Egypt,0.0,0.0,0.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f77,61529,65905,Al-Hasna,Egypt,0.019354347169180833,0.08755573333095008,687.4993300354784,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f78,61529,65907,Bir Al-Abd,Egypt,0.21409567102064675,0.9135180508158913,20960.978552936816,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f79,61529,65913,El Arish 1,Egypt,6.7525766539255585,12.347871219500385,63359.17825024394,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f7a,61529,65914,El Arish 2,Egypt,1.094685862963504,7.37594839200536,19529.901796588623,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f7b,61529,65922,El Arish 3,Egypt,0.8415904194116592,1.4717048893443698,7332.2422132563215,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f7c,61529,65925,El Arish 4,Egypt,0.4233483664628286,2.2303756984708536,11992.815544452584,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f7d,61529,65927,Nakhl,Egypt,0.005423362127801233,0.05065571590055854,1562.5143637763829,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f7e,61529,65928,Qasima,Egypt,0.0165847831747532,0.022898809067547633,1021.3063728663043,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f7f,61529,65929,Rafah,Egypt,0.5654284679637738,2.1390561833054136,76571.7525967626,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f80,61529,65931,Rummana,Egypt,0.5591775011421413,1.6931044783274263,24053.818913376184,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f81,61529,65932,Shaykh Zuwayd,Egypt,0.26441571789338447,0.646319737104691,21744.75846230693,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f82,61530,65933,Al-Arab,Egypt,231.4067153930664,79.79255718584571,44571.40424119538,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f83,61530,65935,Al-Dawahy,Egypt,162.88514139268148,91.98102978357794,98665.48877104968,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f84,61530,65939,Al-Ganoub,Egypt,0.11948675908864365,3.2744916801127686,26400.86661768388,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f85,61530,65940,Al-Ganoub 2,Egypt,0.5928540028943747,1.28413770459231,21537.28269955238,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f86,61530,65944,Al-Munakh,Egypt,155.04154516521254,73.82450962641168,58922.445448886654,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f87,61530,65946,Al-Sharq,Egypt,57.11136274832554,50.423535063280525,28459.948562921254,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f88,61530,65949,Al-Zohour,Egypt,342.45989990234375,165.8402429317137,198353.49329255888,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f89,61530,65951,Mubark-Sharq Tafrea,Egypt,0.04199833593664653,1.016419957864853,5482.818281457868,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f8a,61530,65952,Police Department Port Said Port,Egypt,0.0,75.81662921107451,16597.380889339078,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f8b,61530,65953,Port Fuad,Egypt,79.29777928174614,85.34582049032319,44169.790011162826,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f8c,61530,65958,Port Fuad 2,Egypt,4.773064014523528,16.527649897412708,6952.2689911621455,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f8d,61531,65959,Abu Tisht,Egypt,11.241999442514649,11.479498567617956,284766.973767181,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f8e,61531,65963,Al Waqf,Egypt,10.142560700469973,8.779785885658676,53152.20870299153,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f8f,61531,65966,Armant,Egypt,7.257364785173368,8.478059118559656,125614.49822612511,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f90,61531,65973,Dishna,Egypt,7.745115948258556,13.499351945895553,246803.62615273206,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f91,61531,65974,Farshut,Egypt,13.246284607352216,13.90192435083122,112722.1372313019,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f92,61531,65976,Isna,Egypt,6.748671841445875,10.990272071394797,266152.0929571052,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f93,61531,65977,Nag Hammadi,Egypt,12.747946371762124,14.455382624195066,356139.61084470456,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f94,61531,65978,Naqada,Egypt,8.246315253128028,7.77769158405213,107640.66525152574,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f95,61531,65979,Qift,Egypt,11.26066182612865,12.045171626228248,97324.13470025672,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f96,61531,65980,Qina,Egypt,11.476727810507724,19.31178232472164,428361.58046869194,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f97,61531,65981,Qina City,Egypt,0.0,0.0,0.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f98,61531,65983,Qus,Egypt,13.503108587335602,17.24009855853887,283548.2507671566,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f99,61531,65984,Zemam Out,Egypt,6.9562838672099E-5,2.2640542664417675,11584.677073604724,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f9a,61532,65985,Hurghada 1,Egypt,0.006035239096892586,8.205325234110079,107387.49437777084,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f9b,61532,65987,Hurghada 2,Egypt,0.016387983064739035,1.503164869030408,16054.943912795101,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f9c,61532,65989,Marsa Alam,Egypt,0.00970785916656284,0.033603399054620085,899.3187053825153,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f9d,61532,65990,Qusir,Egypt,0.03276087115257477,2.2408882357529363,17989.704092445816,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f9e,61532,65994,Ras Gharib,Egypt,0.023843000223611608,0.8250934391984427,9081.539244167525,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000f9f,61532,65995,Safaga,Egypt,0.041150443487787104,2.645542743981061,47600.11850122072,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa0,61532,65998,Shallatin,Egypt,0.002659108248767188,0.05768143289094779,400.3097460399726,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa1,61533,65999,10 Ramadan 1,Egypt,24.530579753592633,22.14588513562757,57387.03303190868,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa2,61533,66001,10 Ramadan 2,Egypt,28.267691392164963,19.695227047475537,58640.880446793046,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa3,61533,66002,Abu Hammad,Egypt,9.240609874384756,9.618359191886745,342094.3334593115,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa4,61533,66004,Abu Kabir,Egypt,10.50296725364318,12.968313559035838,313032.7596068926,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa5,61533,66006,Al-Husayniya,Egypt,2.2330143145667134,5.410138938032246,489065.14711468405,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa6,61533,66007,Al-Qanayat,Egypt,13.482734559532911,19.150969957754413,42290.368153820775,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa7,61533,66009,Al-Salhiyya,Egypt,0.10507337086848423,1.2042238479923038,20500.456172089795,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa8,61533,66010,Awlad Saqr,Egypt,3.24090038810692,4.989654041776971,171916.32994458446,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fa9,61533,66012,Bilbis,Egypt,12.497022843541634,13.74966954438263,584129.5928559721,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000faa,61533,66013,Dyarb Nigm,Egypt,10.241560079179026,11.207088355621627,346793.72084925685,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fab,61533,66014,El-Ibrahimiya,Egypt,10.7578480876753,10.973149775153523,125295.96218011338,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fac,61533,66015,Faqus,Egypt,8.943719264340645,17.887838029724797,565814.726472757,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fad,61533,66016,Hihya,Egypt,11.248604235201437,9.714438077764726,201893.54440746672,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fae,61533,66017,Kafr Saqr,Egypt,7.244868910318928,9.681234067449413,214172.55655673862,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000faf,61533,66018,Mashtul Al-Suq,Egypt,15.251060425402972,14.22457181050927,157300.8112551745,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb0,61533,66019,Minya al-Qamh,Egypt,12.487887947715734,14.742242076365736,565512.5738538144,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb1,61533,66020,Qurin,Egypt,19.256793150221682,18.474908954576662,63523.91577282958,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb2,61533,66022,Zaqaziq,Egypt,13.895417372714425,23.544996665296264,655836.0562918361,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb3,61533,66025,Zaqaziq 1,Egypt,413.85213349244304,125.63118835785001,124439.18814869299,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb4,61533,66026,Zaqaziq 2,Egypt,382.0812072753906,195.0614580003859,159612.5799172083,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb5,61533,66027,Zemam Out,Egypt,6.396767703401829E-4,2.180699516507018,3842.734406656493,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb6,61534,66028,Abu Radis,Egypt,0.02543324997309733,0.0871758290618195,3030.8264364362767,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb7,61534,66029,Al-Tur,Egypt,0.03408234558119221,1.1539686190699856,16002.189304617912,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb8,61534,66030,Dahab,Egypt,0.01904715894535295,0.01836393356793087,183.07221120260655,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fb9,61534,66032,Nuweiba,Egypt,0.010907355140244008,0.1274139402337785,2921.0814225781423,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fba,61534,66035,Ras Sidr,Egypt,0.006021482969589296,0.25788304458366174,7968.225608833894,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fbb,61534,66039,Sant Katrin,Egypt,0.01455241142493354,0.8261248290809747,4583.9961785512405,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fbc,61534,66041,Sharm el-Sheikh,Egypt,0.04653520328099829,2.285579286637767,55062.10170056034,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fbd,61534,66042,Taba,Egypt,0.06072134969785042,1.301628545945487,1918.8911949180595,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fbe,61535,66043,Al-Arbiin,Egypt,38.486563893238866,38.406857517168184,214571.18671274718,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fbf,61535,66044,Al-Ganayin,Egypt,0.3643271336970991,2.5286780393703303,72973.85407136397,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc0,61535,66047,Ataqa,Egypt,0.03344637798333973,0.5256948987756295,22124.7001056414,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc1,61535,66048,Faysal,Egypt,0.26142839249819283,8.110280611179313,118841.27014518018,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc2,61535,66049,Port Suez Police Department,Egypt,0.0,0.42106989459766714,13.752737534922712,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc3,61535,66052,Suez,Egypt,19.623583221435545,39.49310569050043,43716.198401476126,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc4,61536,66054,Akhmim,Egypt,24.476018039811958,25.622540391285646,294961.79900291323,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc5,61536,66055,Akhmim City,Egypt,0.0,0.0,0.0,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc6,61536,66056,Al-Balyana,Egypt,18.50068613646319,16.882053766843583,375367.3950098355,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc7,61536,66059,Al-Maragha,Egypt,15.762749667933914,11.949814044729983,299649.60968421894,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc8,61536,66061,Al-Minshat,Egypt,18.47061051570651,15.183802088445395,307939.02979655546,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fc9,61536,66062,Al Usayrat,Egypt,16.241160622542736,14.295932323443019,137357.89649713924,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fca,61536,66065,Dar al-Salam,Egypt,13.238969762275127,9.113066498398485,301610.0804488009,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fcb,61536,66066,Girga,Egypt,15.063759968627004,35.47702201924672,365077.9869795116,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fcc,61536,66067,Guhayna Al-Gharbiyya,Egypt,12.267495520023482,9.790845747939626,197247.90203234224,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fcd,61536,66069,Kawther,Egypt,15.406397029468247,27.27101473191527,3439.3193954205985,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fce,61536,66070,Kesm Tahta,Egypt,43.13445377621944,62.01106498028198,109111.61037567172,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fcf,61536,66072,Saqulta,Egypt,19.742760941432167,13.050122430372323,156429.3741421737,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fd0,61536,66073,Suhag,Egypt,18.978330709908445,35.92383758086904,501547.66020829673,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fd1,61536,66079,Suhag-2,Egypt,203.05950927734375,126.46628568581247,75108.54479014827,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fd2,61536,66085,Suhag City,Egypt,0.014566811265392278,0.061516416167267766,21.937519685288564,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fd3,61536,66090,Tahta,Egypt,12.42309236508605,10.732579744182523,242539.49100563777,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fd4,61536,66091,Tama,Egypt,15.508083426202566,14.29814913273051,315496.3329453567,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fd5,61536,66093,Zemam Out,Egypt,3.6168400431293334E-6,1.7107463605891422,8508.855827073536,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fd6,61512,61579,Zemam Out,Egypt,0.0893232548984488,4.717814957578768,214356.17419726326,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fd7,61510,61543,Al Raml,Egypt,465.6287724698023,143.9215542402635,344763.5936682608,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000000fd8,61530,65942,Al-Manasra,Egypt,0.1378769157194745,3.8173258049645455,3801.2917051169284,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e11,3017,27448,Aladag,Turkey,0.09049461457665674,0.6540080777172949,6085.639390363033,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e12,3017,27449,Ceyhan,Turkey,0.7210278980798962,5.5534834500926875,110121.90906915606,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e13,3017,27450,Feke,Turkey,0.1104865076537031,0.937964921447992,4718.300600870201,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e14,3017,27451,Imamoglu,Turkey,0.37889031558730185,5.579482350351345,19041.75456720282,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e15,3017,27452,Karaisali,Turkey,0.141618219723119,7.799130095736629,99303.1127091912,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e16,3017,27453,Karatas,Turkey,0.11263613790208281,4.143195138685058,48026.42145678363,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e17,3017,27454,Kozan,Turkey,0.19803171597452318,4.504978942823884,85396.74026289972,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e18,3017,27455,Pozanti,Turkey,0.046593163638663594,2.197003509639763,12310.822194042583,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e19,3017,27456,Saimbeyli,Turkey,0.04046571027804992,0.7869437635850746,8134.760389586121,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e1a,3017,27457,Seyhan,Turkey,2.7374625652917604,30.796896571531867,668721.1583847718,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e1b,3017,27458,Tufanbeyli,Turkey,0.05548103178115599,1.5727175044042507,9269.278989929042,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e1c,3017,27459,Yumurtalik,Turkey,2.6770887577870814,22.336703480737256,202271.70563093713,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e1d,3017,27460,Yuregir,Turkey,0.10019025089956507,2.0589261852727003,92733.86351982028,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e1e,3018,27461,Besni,Turkey,0.7085103041714761,4.610696030543422,53243.115640053344,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e1f,3018,27462,Celikhan,Turkey,0.30923999375913813,2.8438193129839866,5754.046552941218,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e20,3018,27463,Gerger,Turkey,0.1688882807561543,1.5235899583892978,9680.362291331734,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e21,3018,27464,Golbasi,Turkey,0.12377852262071488,5.3623003945942616,31882.837139570456,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e22,3018,27465,Kahta,Turkey,0.2671650853591769,5.87031014372917,77742.55478230363,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e23,3018,27466,Merkez,Turkey,0.7225763958680774,9.340158833461018,196646.12495379645,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e24,3018,27467,Samsat,Turkey,0.17231914121386901,1.2456876454687276,8363.699233841326,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e25,3018,27468,Sincik,Turkey,0.2821943230351766,1.3963498629721496,5507.41352609377,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e26,3018,27469,Tut,Turkey,0.17297621796875542,0.6788322008499601,2210.6007391048415,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e27,3019,27470,Basmakci,Turkey,0.059221373369074654,1.1125809144694565,5749.034934500201,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e28,3019,27471,Bayat,Turkey,0.03078817134246886,1.0018689830279441,3645.404513188243,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e29,3019,27472,Bolvadin,Turkey,0.08896063275536717,3.041076637376407,29941.581586619017,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e2a,3019,27473,Cay,Turkey,0.1026379168260754,2.5631065396387234,18398.89943830324,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e2b,3019,27474,Cobanlar,Turkey,0.3142827000863625,1.9539727733516359,17545.59736590917,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e2c,3019,27475,Dazkiri,Turkey,0.18245643920728685,1.37739211999702,7863.174430146031,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e2d,3019,27476,Dinar,Turkey,0.09750178886421222,2.2067063859893934,29008.00743534671,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e2e,3019,27477,Emirdag,Turkey,0.18032383016668582,1.6134031470092747,26926.99424157409,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e2f,3019,27478,Evciler,Turkey,0.15734514067875743,1.6646689787487685,6113.01893118763,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e30,3019,27479,Hocalar,Turkey,0.3385291071494635,1.2891595526040798,5764.980761510176,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e31,3019,27480,Ihsaniye,Turkey,0.1839953095835269,1.3535082522270576,16777.758751096546,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e32,3019,27481,Iscehisar,Turkey,0.18298493777707078,2.3511320417125927,21236.09136504991,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e33,3019,27482,Kiziloren,Turkey,0.1400005175311218,0.7045822228586812,2807.4675306135637,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e34,3019,27483,Merkez,Turkey,1.2692282961859422,7.082848577145236,207661.33619077769,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e35,3019,27484,Sandikli,Turkey,0.3597474745586091,4.124696864107706,37977.61122433527,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e36,3019,27485,Sincanli,Turkey,0.30745605396735937,1.8636658178142513,27873.981361958075,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e37,3019,27486,Suhut,Turkey,0.09568535724641204,2.243725828250994,23739.850914354793,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e38,3019,27487,Sultandagi,Turkey,0.05843867751755986,2.11155590232952,15115.852637628992,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_00000000000000001e39,3021,27496,Agacoren,Turkey,0.1398636618865939,0.3989262961772547,2588.518936224099,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
