Country,ADM1_CODE,ADM2_CODE,ADM2_NAME,Year,Median_Pop,StdDev_Pop,Total_Pop,Mean_GPP,StdDev_GPP,Mean_LST,StdDev_LST,Mean_NTL,StdDev_NTL,Sum_NTL,Median_NDVI,StdDev_NDVI
Turkey,3033,27624,Merkez,2018,0.2139337016541328,6.507606194023035,100531.54165629858,0.0032387085342267,13227.209431296678,282.03889800722743,1.591004793000896,7.550570916510594,12.663816436063188,4477.784654311037,0.3798015117645263,0.0696884736449337
Turkey,3033,27624,Merkez,2019,0.1899566716998558,7.633466253908614,106932.74757242604,0.0030299810619419,13378.528158723762,280.96678987982943,1.3303770810146394,9.652198836443011,15.842256355682856,5724.132427612136,0.3036922951539357,0.0547230941776672
Turkey,3033,27624,Merkez,2020,0.1660283452342249,8.47618852938423,111263.3276858916,0.0031216617299143,13318.187876497605,280.99897339415764,1.5814527814586534,8.831867159544942,14.01362465082446,5237.643573341897,0.3442514207628038,0.0636608087883814
Turkey,3033,27624,Merkez,2021,0.14199,8.9057,114734.25744,0.0028751844377182,13497.614843529494,280.6609778660299,1.5411792879999024,10.26834948562862,16.867855252726027,6089.533925349756,0.3192167444662614,0.0646260071677845
Turkey,3033,27624,Merkez,2022,0.11794,9.33521,118205.18719,0.0028863348195318,13482.1092936901,279.71002540451,1.4696176901628597,10.7114571326504,17.307209133499324,6352.314136804144,0.31711379190286,0.0611077125696122
Turkey,3033,27624,Merkez,2023,0.0939,9.76472,121676.11695,0.0032708162952896,13206.810599113272,280.1494412172896,1.450382158604071,10.819603773247934,17.561715262906535,6416.44933572321,0.382091915065592,0.065691729901462
Turkey,3033,27624,Merkez,2024,0.06986,10.19423,125147.0467,0.0032506550170596,13222.246551210044,280.6569780648691,1.7899363973182063,9.49726505862499,15.142676754465922,5632.250621531623,0.3588877379894256,0.064556352722879
Turkey,3033,27625,Solhan,2015,0.1155460476714727,3.2840942676295843,17177.360923143726,0.0009786529484274208,16328.737339971682,279.49300058489064,0.5770039567424747,4.843880741337632,6.610476056979964,411.7298630136987,0.3438802063465118,0.0563800866350458
Turkey,3033,27625,Solhan,2016,0.1033427055889533,3.647537200966943,19720.600670945263,0.0009569268284816732,16411.274984023807,278.80548333064945,0.720728341997856,6.184533335094647,8.045479906483484,525.685333483045,0.2809742391109466,0.0476922881756268
Turkey,3033,27625,Solhan,2017,0.1046578563158356,3.617455854509728,19500.922791469213,0.0009087207026773264,16570.191078061238,279.7152113341899,1.0314082522510022,6.679078162771961,8.534883065871693,567.7216438356166,0.2875499228636424,0.0463065094426432
