Country,ADM1_CODE,ADM2_CODE,ADM2_NAME,Year,Median_Pop,StdDev_Pop,Total_Pop
Bosnia and Herzegovina,652,6241,Gornjedrinski,2012,0.1545895798806879,1.104291959236162,18984.214092059472
Bosnia and Herzegovina,652,6241,Gornjedrinski,2013,0.1559668046649538,1.092483318092808,18772.33158741037
Bosnia and Herzegovina,652,6241,Gornjedrinski,2014,0.1543154429036875,1.1726082567244789,19438.61731145296
Bosnia and Herzegovina,652,6241,Gornjedrinski,2015,0.1558758400629304,1.1837916943911586,19216.44082934627
Bosnia and Herzegovina,652,6241,Gornjedrinski,2016,0.1530003956605622,1.2108278201296503,18970.1175818534
Bosnia and Herzegovina,652,6241,Gornjedrinski,2017,0.1551555471364397,1.0580300646828953,18942.140460487262
Bosnia and Herzegovina,652,6241,Gornjedrinski,2018,0.153399237725167,1.2434230473456869,18871.35005821077
Bosnia and Herzegovina,652,6241,Gornjedrinski,2019,0.0938690187668893,1.2049610843559089,18844.925725732915
Bosnia and Herzegovina,652,6241,Gornjedrinski,2020,0.1559040157446615,1.053023620897801,18564.626065906526
Bosnia and Herzegovina,652,6241,Gornjedrinski,2021,0.15607,1.04662,18512.17756
Bosnia and Herzegovina,652,6241,Gornjedrinski,2022,0.15623,1.04021,18459.72906
Bosnia and Herzegovina,652,6241,Gornjedrinski,2023,0.1564,1.0338,18407.28056
Bosnia and Herzegovina,652,6241,Gornjedrinski,2024,0.15656,1.02739,18354.83205
Bosnia and Herzegovina,652,6242,Neretvljanski,2012,0.2342888877658681,0.9435247611134304,147900.99268440346
Bosnia and Herzegovina,652,6242,Neretvljanski,2013,0.2341922212072283,0.8958796307403488,146612.2318089968
Bosnia and Herzegovina,652,6242,Neretvljanski,2014,0.2338968463149414,0.9726319122913502,149051.7565833254
Bosnia and Herzegovina,652,6242,Neretvljanski,2015,0.233948509154263,1.0035928604929318,150296.02521938816
Bosnia and Herzegovina,652,6242,Neretvljanski,2016,0.2029080283482129,1.043257863341462,149643.648070982
Bosnia and Herzegovina,652,6242,Neretvljanski,2017,0.2342478575998151,0.8630454999170549,144310.7410560636
Bosnia and Herzegovina,652,6242,Neretvljanski,2018,0.2031478659289229,1.030792656043254,147986.7706105404
Bosnia and Herzegovina,652,6242,Neretvljanski,2019,0.2031281259781036,1.019562097879163,148339.49333668704
Bosnia and Herzegovina,652,6242,Neretvljanski,2020,0.2343172061390392,0.9011455260832768,143671.33987803772
Bosnia and Herzegovina,652,6242,Neretvljanski,2021,0.23432,0.89585,143142.63328
Bosnia and Herzegovina,652,6242,Neretvljanski,2022,0.23432,0.89055,142613.92668
Bosnia and Herzegovina,652,6242,Neretvljanski,2023,0.23433,0.88525,142085.22008
Bosnia and Herzegovina,652,6242,Neretvljanski,2024,0.23433,0.87996,141556.51347
Bosnia and Herzegovina,652,6243,Posavski,2012,0.5776872466273476,0.7478629499014187,26230.120899881327
Bosnia and Herzegovina,652,6243,Posavski,2013,0.5769782362443512,0.7017390476330693,25540.68181741943
Bosnia and Herzegovina,652,6243,Posavski,2014,0.577416860336226,0.7652289709358842,26031.82268176176
Bosnia and Herzegovina,652,6243,Posavski,2015,0.5461784146591265,0.7929270354728916,25622.79939787861
Bosnia and Herzegovina,652,6243,Posavski,2016,0.5156725742321161,0.8649805445013213,25541.58054579315
Bosnia and Herzegovina,652,6243,Posavski,2017,0.5464613704728521,0.6911532519534225,25263.979988636464
Bosnia and Herzegovina,652,6243,Posavski,2018,0.4833409753722642,0.8737751703529955,25384.700458779105
Bosnia and Herzegovina,652,6243,Posavski,2019,0.5147545692452291,0.8262288154899373,25479.2642066337
Bosnia and Herzegovina,652,6243,Posavski,2020,0.515479705899338,0.7695606665845518,25176.441049680987
Bosnia and Herzegovina,652,6243,Posavski,2021,0.5077,0.77227,25044.73107
Bosnia and Herzegovina,652,6243,Posavski,2022,0.49993,0.77499,24913.02109
Bosnia and Herzegovina,652,6243,Posavski,2023,0.49215,0.7777,24781.31111
Bosnia and Herzegovina,652,6243,Posavski,2024,0.48438,0.78041,24649.60112
Bosnia and Herzegovina,652,6244,Sarajevo,2012,0.107504349578745,7.945206426807722,353888.05967587326
Bosnia and Herzegovina,652,6244,Sarajevo,2013,0.7500964101817912,7.72085398503514,349451.6211473046
Bosnia and Herzegovina,652,6244,Sarajevo,2014,0.1023708175707952,7.92270612795172,350429.44229832874
Bosnia and Herzegovina,652,6244,Sarajevo,2015,0.1031956215951574,7.955443639399715,349182.85823303007
Bosnia and Herzegovina,652,6244,Sarajevo,2016,0.1005250059149806,7.950681379724382,347031.97928249976
Bosnia and Herzegovina,652,6244,Sarajevo,2017,0.1007338609850389,7.718985973091486,344735.9864829835
Bosnia and Herzegovina,652,6244,Sarajevo,2018,0.1005456087786182,7.905615601350225,344473.70754785574
Bosnia and Herzegovina,652,6244,Sarajevo,2019,0.1012548364658555,7.822479926711769,343393.769630391
Bosnia and Herzegovina,652,6244,Sarajevo,2020,0.1020842851944611,7.664862415946701,339865.6800255647
Bosnia and Herzegovina,652,6244,Sarajevo,2021,0.10141,7.62982,338112.88257
Bosnia and Herzegovina,652,6244,Sarajevo,2022,0.10073,7.59478,336360.08511
Bosnia and Herzegovina,652,6244,Sarajevo,2023,0.10005,7.55973,334607.28766
Bosnia and Herzegovina,652,6244,Sarajevo,2024,0.09937,7.52469,332854.4902
Bosnia and Herzegovina,652,6245,Srednjebosanski,2012,0.4524506718135885,1.1136047150934214,193272.0488974359
Bosnia and Herzegovina,652,6245,Srednjebosanski,2013,0.4840033615985692,1.068106984537589,192720.2423587222
Bosnia and Herzegovina,652,6245,Srednjebosanski,2014,0.4681291990372225,1.1992081064551836,195945.20580453824
Bosnia and Herzegovina,652,6245,Srednjebosanski,2015,0.4044433402888356,1.227966930843959,195195.2032568921
Bosnia and Herzegovina,652,6245,Srednjebosanski,2016,0.4046303042662966,1.2633994816290826,194132.61875011204
Bosnia and Herzegovina,652,6245,Srednjebosanski,2017,0.405093077620354,1.1171491039646098,192068.57748278385
Bosnia and Herzegovina,652,6245,Srednjebosanski,2018,0.4046184878709689,1.3047644189475165,193094.61698577995
Bosnia and Herzegovina,652,6245,Srednjebosanski,2019,0.4048016742152434,1.2457568728405652,192574.63335485512
Bosnia and Herzegovina,652,6245,Srednjebosanski,2020,0.4673750818138487,1.128959010018714,188675.89934203087
Bosnia and Herzegovina,652,6245,Srednjebosanski,2021,0.46924,1.13088,188101.38065
Bosnia and Herzegovina,652,6245,Srednjebosanski,2022,0.47111,1.1328,187526.86195
Bosnia and Herzegovina,652,6245,Srednjebosanski,2023,0.47297,1.13472,186952.34326
Bosnia and Herzegovina,652,6245,Srednjebosanski,2024,0.47484,1.13664,186377.82456
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2012,0.9060545321397928,1.3120835742640151,370484.152028746
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2013,0.9689052056246168,1.2511598686887948,368227.3656668952
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2014,0.9049283996907168,1.3762231422294544,371757.6944820147
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2015,0.9059713922774376,1.415712009315959,374028.9328957065
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2016,0.8432474332679936,1.4675466392268357,372021.08211171656
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2017,0.968225410869318,1.2734021309340673,372112.09258494736
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2018,0.8438643521336988,1.5433652347180735,375340.7817362071
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2019,0.9064279008881224,1.465141125723787,376926.296374237
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2020,0.9056669962627342,1.3950265816377774,376490.1679886692
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2021,0.90562,1.40539,377240.91998
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2022,0.90557,1.41576,377991.67198
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2023,0.90552,1.42613,378742.42397
Bosnia and Herzegovina,652,6246,Tuzlansko-podrinjski,2024,0.90547,1.4365,379493.17597
Bosnia and Herzegovina,652,6247,Unsko-sanski,2012,0.4068048753617699,0.9689837031935604,204019.0802146709
Bosnia and Herzegovina,652,6247,Unsko-sanski,2013,0.4069064712680892,0.9313351084020622,202331.74604766644
Bosnia and Herzegovina,652,6247,Unsko-sanski,2014,0.4065798778471883,0.9760670785657004,202819.4637439089
Bosnia and Herzegovina,652,6247,Unsko-sanski,2015,0.4056722515083684,1.05559775910215,202976.2456711516
Bosnia and Herzegovina,652,6247,Unsko-sanski,2016,0.3454698903478945,1.1396649377184296,202004.5297813468
Bosnia and Herzegovina,652,6247,Unsko-sanski,2017,0.4220586330408887,0.8960173988038602,198599.97485433344
Bosnia and Herzegovina,652,6247,Unsko-sanski,2018,0.3448913544760092,1.146474944673628,201110.6243376188
Bosnia and Herzegovina,652,6247,Unsko-sanski,2019,0.3434494022955284,1.0660317729666695,200519.35203787312
Bosnia and Herzegovina,652,6247,Unsko-sanski,2020,0.3906694779162975,0.9305909319449908,196697.4795858253
Bosnia and Herzegovina,652,6247,Unsko-sanski,2021,0.38865,0.92579,195782.27951
Bosnia and Herzegovina,652,6247,Unsko-sanski,2022,0.38664,0.92099,194867.07943
Bosnia and Herzegovina,652,6247,Unsko-sanski,2023,0.38462,0.91619,193951.87935
Bosnia and Herzegovina,652,6247,Unsko-sanski,2024,0.3826,0.91139,193036.67927
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2012,0.1410097275674459,0.559142559154567,46330.30634172781
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2013,0.1397995217186574,0.5558702918813022,46127.89980864106
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2014,0.1399021514020952,0.5838747213121863,46794.069667296586
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2015,0.1401175300933451,0.6255825688961268,46552.75149166864
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2016,0.1100463013602422,0.6554424882494033,46187.81629916933
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2017,0.1403335938209776,0.5264209994065453,44418.99636736288
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2018,0.1090939142217186,0.6618108455406374,45977.97065670027
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2019,0.1091696143218901,0.6305403215676081,45917.23326209332
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2020,0.1402264419055244,0.5168981482402093,43698.94427837886
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2021,0.14013,0.51162,43370.02402
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2022,0.14003,0.50634,43041.10376
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2023,0.13993,0.50106,42712.1835
Bosnia and Herzegovina,652,6248,Zapadnobosanski,2024,0.13983,0.49578,42383.26325
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2012,0.3906647161185048,0.7714185357779555,76448.5853090657
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2013,0.3899238484195308,0.7205139586187839,75675.7320553332
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2014,0.3906968663153964,0.7748108622849035,75985.76233968978
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2015,0.3907432893344402,0.8184888073789713,76064.6320778715
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2016,0.3595833804820864,0.8689492564885939,75703.88942563524
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2017,0.390637206409668,0.6892115052272558,74845.24935328795
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2018,0.3590567246080393,0.8761923541364558,75042.37779970541
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2019,0.3590700626358665,0.8481398663665903,74903.02707151885
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2020,0.3902982238303988,0.7224852937384023,73889.2612168778
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2021,0.39025,0.71637,73569.34571
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2022,0.39021,0.71025,73249.43019
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2023,0.39016,0.70414,72929.51468
Bosnia and Herzegovina,652,6249,Zapadnohercegovacki,2024,0.39011,0.69802,72609.59917
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2012,0.5931404321993706,1.4479797783281383,260883.77812031552
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2013,0.6561712860469706,1.3882648434549043,258654.8191286982
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2014,0.5933012885054162,1.5681424251098977,263268.1972831174
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2015,0.5307786176796109,1.586358013204902,262546.9515578685
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2016,0.5305633790659195,1.659199303733862,261661.0796470117
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2017,0.5306215615683849,1.4674692998085537,258471.68036384185
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2018,0.5297564201112495,1.7333115625288211,261552.17325978293
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2019,0.5303503164309961,1.6332759126360743,259928.68871372423
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2020,0.5310916363310622,1.4830090474740396,254864.1714501365
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2021,0.52334,1.48739,254111.72062
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2022,0.51558,1.49177,253359.26978
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2023,0.50782,1.49615,252606.81895
Bosnia and Herzegovina,652,6250,Zenicko-dobojski,2024,0.50007,1.50052,251854.36812
Bosnia and Herzegovina,653,6251,Banja Luka,2012,0.4676350961897795,2.088057344481135,145078.80952274974
Bosnia and Herzegovina,653,6251,Banja Luka,2013,0.4667140247249441,2.0414812333140087,142905.46634562535
Bosnia and Herzegovina,653,6251,Banja Luka,2014,0.4675805197841215,2.14067712210105,141460.5040422302
Bosnia and Herzegovina,653,6251,Banja Luka,2015,0.4050794882330881,2.1436979080347127,139020.18690431354
Bosnia and Herzegovina,653,6251,Banja Luka,2016,0.3410550022763331,2.338407313550551,138192.65933432453
Bosnia and Herzegovina,653,6251,Banja Luka,2017,0.4678606708525972,1.855484466783908,132719.09723915847
Bosnia and Herzegovina,653,6251,Banja Luka,2018,0.3414688118399971,2.25870277297178,133713.39571983763
Bosnia and Herzegovina,653,6251,Banja Luka,2019,0.3421792163965383,2.065633361118628,130254.75456807636
Bosnia and Herzegovina,653,6251,Banja Luka,2020,0.4052776683837103,1.8895039830434424,126912.05335705804
Bosnia and Herzegovina,653,6251,Banja Luka,2021,0.39748,1.86468,124641.20884
Bosnia and Herzegovina,653,6251,Banja Luka,2022,0.38969,1.83987,122370.36432
Bosnia and Herzegovina,653,6251,Banja Luka,2023,0.38189,1.81505,120099.51979
Bosnia and Herzegovina,653,6251,Banja Luka,2024,0.3741,1.79023,117828.67527
Bosnia and Herzegovina,653,6252,Bijeljina,2012,0.6719336546180659,1.0082633327651904,82932.98338601619
Bosnia and Herzegovina,653,6252,Bijeljina,2013,0.6722496170623153,1.0069106747661425,81410.6482006429
Bosnia and Herzegovina,653,6252,Bijeljina,2014,0.6089811436375,1.02435314684835,80711.55666163204
Bosnia and Herzegovina,653,6252,Bijeljina,2015,0.5784566669986637,1.0344103753113805,79332.08962590905
Bosnia and Herzegovina,653,6252,Bijeljina,2016,0.5783890936863331,1.1565664779211715,78219.89707491323
Bosnia and Herzegovina,653,6252,Bijeljina,2017,0.6408649982454853,0.8183751614563043,75727.04147116962
Bosnia and Herzegovina,653,6252,Bijeljina,2018,0.5469864748497772,1.1077260473238757,75727.28906443452
Bosnia and Herzegovina,653,6252,Bijeljina,2019,0.5471765703945091,0.981761033238406,74119.81284974095
Bosnia and Herzegovina,653,6252,Bijeljina,2020,0.5460557699080868,0.8962028851005176,72347.21853529631
Bosnia and Herzegovina,653,6252,Bijeljina,2021,0.53032,0.8822,71023.99793
Bosnia and Herzegovina,653,6252,Bijeljina,2022,0.51459,0.86819,69700.77732
Bosnia and Herzegovina,653,6252,Bijeljina,2023,0.49885,0.85418,68377.55672
Bosnia and Herzegovina,653,6252,Bijeljina,2024,0.48312,0.84017,67054.33611
Bosnia and Herzegovina,653,6253,Bileca,2012,0.0541648789917277,0.4311426365965776,6686.814538579665
Bosnia and Herzegovina,653,6253,Bileca,2013,0.0366139137493885,0.4122086406024713,6618.2052521393
Bosnia and Herzegovina,653,6253,Bileca,2014,0.0424263361350604,0.4611030512612094,6703.835649489312
Bosnia and Herzegovina,653,6253,Bileca,2015,0.0426211548329615,0.4705690729506551,6640.441795169563
Bosnia and Herzegovina,653,6253,Bileca,2016,0.042722975507953,0.4714444416359277,6449.898773874122
Bosnia and Herzegovina,653,6253,Bileca,2017,0.0369261717887261,0.3742291679442706,6084.7926187140965
Bosnia and Herzegovina,653,6253,Bileca,2018,0.0427010468635938,0.4568502791045873,6209.63007159766
Bosnia and Herzegovina,653,6253,Bileca,2019,0.0428163103040498,0.4480692251736671,6153.72239761452
Bosnia and Herzegovina,653,6253,Bileca,2020,0.0373391147772864,0.3665501786322935,5789.667309698083
Bosnia and Herzegovina,653,6253,Bileca,2021,0.03524,0.35848,5677.52391
Bosnia and Herzegovina,653,6253,Bileca,2022,0.03313,0.3504,5565.3805
Bosnia and Herzegovina,653,6253,Bileca,2023,0.03103,0.34233,5453.2371
Bosnia and Herzegovina,653,6253,Bileca,2024,0.02893,0.33425,5341.0937
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2012,0.1795968242090092,0.4923819668985562,16180.996420104922
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2013,0.1796492120040656,0.4687803201320178,15721.439794970684
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2014,0.1722008291587655,0.4990795469557568,15547.378892704222
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2015,0.1392478437436997,0.5226268893392553,15302.229804608873
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2016,0.1405460682590066,0.5886288917579172,15004.548337376387
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2017,0.1642599262891144,0.4385289081217248,14661.725757241982
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2018,0.1405368248460287,0.5825997934169784,14509.116462072208
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2019,0.1402184499825992,0.5260876905158971,14247.365483898044
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2020,0.1326483346215023,0.4744864507767034,13967.40524580144
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2021,0.12678,0.47225,13690.70635
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2022,0.12091,0.47001,13414.00745
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2023,0.11504,0.46778,13137.30856
Bosnia and Herzegovina,653,6254,Bosanska Dubica,2024,0.10917,0.46554,12860.60966
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2012,0.3586052377097168,0.591424240135546,41044.368400013314
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2013,0.3592171632617786,0.56437687455576,39915.6236852099
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2014,0.3594372379548279,0.5775237519640403,39532.53538353175
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2015,0.3282631426800664,0.600638119660231,39065.65875415801
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2016,0.2965920559119706,0.6869583516042586,38548.70092567646
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2017,0.3287127336061023,0.5111187944627241,37513.03878862038
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2018,0.2648464828390022,0.6755535454216702,37335.95743078545
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2019,0.2653631797850593,0.6054409276711704,36612.94569681124
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2020,0.2971102420277357,0.5566718417014052,35698.40686922444
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2021,0.28942,0.55233,35030.16168
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2022,0.28174,0.54798,34361.91649
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2023,0.27405,0.54364,33693.6713
Bosnia and Herzegovina,653,6255,Bosanska Gradiska,2024,0.26636,0.5393,33025.4261
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2012,0.0739557934521451,0.1541535286648625,1197.032762158297
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2013,0.0745348473402327,0.1306249385161308,1154.5647502545492
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2014,0.0741290980928622,0.1350880687272251,1131.7707069821515
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2015,0.074358464726185,0.1279552381663698,1087.1807285375596
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2016,0.074249664511474,0.1051792649519777,1033.7357526779322
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2017,0.0740237260824877,0.1187414040986006,1072.000855554326
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2018,0.0663260339374228,0.1113003751108025,1005.5428398352916
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2019,0.066315204382226,0.1186941340122527,984.6238811720166
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2020,0.0665000091769417,0.1042812837853004,1002.595223408806
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2021,0.06557,0.09805,978.29053
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2022,0.06464,0.09181,953.98584
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2023,0.0637,0.08558,929.68115
Bosnia and Herzegovina,653,6256,Bosanska Krupa,2024,0.06277,0.07935,905.37645
Bosnia and Herzegovina,653,6257,Bosanski Brod,2012,0.2346064133998847,0.5868478356319068,8585.801603536102
Bosnia and Herzegovina,653,6257,Bosanski Brod,2013,0.2103118093489809,0.5839543648139524,8279.090623457407
Bosnia and Herzegovina,653,6257,Bosanski Brod,2014,0.1714290379717663,0.656370610495249,7976.30029074725
Bosnia and Herzegovina,653,6257,Bosanski Brod,2015,0.1710180385603204,0.6422347198913885,7785.03844782811
Bosnia and Herzegovina,653,6257,Bosanski Brod,2016,0.1408630342521921,0.7115131478517271,7553.683090319551
Bosnia and Herzegovina,653,6257,Bosanski Brod,2017,0.1794160014989127,0.560785508894379,7691.741377869108
Bosnia and Herzegovina,653,6257,Bosanski Brod,2018,0.140034023980626,0.678645308352724,7253.835420560266
Bosnia and Herzegovina,653,6257,Bosanski Brod,2019,0.1405130385891472,0.6265737969577382,7241.467705733156
Bosnia and Herzegovina,653,6257,Bosanski Brod,2020,0.1483769205026992,0.5758308094798782,7091.816065251565
Bosnia and Herzegovina,653,6257,Bosanski Brod,2021,0.1376,0.57445,6905.06787
Bosnia and Herzegovina,653,6257,Bosanski Brod,2022,0.12682,0.57308,6718.31968
Bosnia and Herzegovina,653,6257,Bosanski Brod,2023,0.11604,0.5717,6531.57149
Bosnia and Herzegovina,653,6257,Bosanski Brod,2024,0.10526,0.57032,6344.8233
Bosnia and Herzegovina,653,6258,Bosanski Novi,2012,0.2153850964717942,0.6123681949235698,23021.930142706588
Bosnia and Herzegovina,653,6258,Bosanski Novi,2013,0.2159945857975628,0.5902998870319763,22631.369835937123
Bosnia and Herzegovina,653,6258,Bosanski Novi,2014,0.1543736251113801,0.659571052504086,22272.82578777681
Bosnia and Herzegovina,653,6258,Bosanski Novi,2015,0.1554291382288852,0.6571717352977255,22039.15848952977
Bosnia and Herzegovina,653,6258,Bosanski Novi,2016,0.154979236525941,0.721611109646891,21501.79436061692
Bosnia and Herzegovina,653,6258,Bosanski Novi,2017,0.1547141264165105,0.5797043325993098,21231.66386992828
Bosnia and Herzegovina,653,6258,Bosanski Novi,2018,0.1553521328019981,0.6927443890627898,20795.72345122608
Bosnia and Herzegovina,653,6258,Bosanski Novi,2019,0.1551351143665752,0.664458059295008,20361.668488848663
Bosnia and Herzegovina,653,6258,Bosanski Novi,2020,0.1539106264143253,0.5700057469705957,20089.20404033218
Bosnia and Herzegovina,653,6258,Bosanski Novi,2021,0.14623,0.56471,19722.61328
Bosnia and Herzegovina,653,6258,Bosanski Novi,2022,0.13854,0.55942,19356.02251
Bosnia and Herzegovina,653,6258,Bosanski Novi,2023,0.13086,0.55412,18989.43175
Bosnia and Herzegovina,653,6258,Bosanski Novi,2024,0.12317,0.54882,18622.84099
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2012,0.0229149749209536,0.0356415498824212,51.22195300799338
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2013,0.0230682562147841,0.036995271462622,52.89288603742151
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2014,0.0218747173607252,0.0356129667068989,49.82019376129404
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2015,0.0199296305896941,0.0387803800979113,51.73266304823132
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2016,0.0191158529100868,0.0452740415393962,53.28426010934636
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2017,0.0191497278123888,0.0311375392908148,44.42626692369197
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2018,0.0189459662545811,0.0427087330437622,50.62671740252807
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2019,0.0181393089695636,0.0355297856387598,46.272986002819714
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2020,0.0209421696788703,0.0302943517011575,44.9134120128122
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2021,0.0207,0.02963,44.12484
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2022,0.02045,0.02896,43.33628
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2023,0.0202,0.02829,42.54771
Bosnia and Herzegovina,653,6259,Bosanski Petrovac,2024,0.01996,0.02762,41.75914
Bosnia and Herzegovina,653,6260,Bosanski Samac,2012,0.4844573073864231,0.6640267530347909,14899.99752761166
Bosnia and Herzegovina,653,6260,Bosanski Samac,2013,0.4852831499161926,0.6555512156547748,14586.882053531906
Bosnia and Herzegovina,653,6260,Bosanski Samac,2014,0.4840055575950997,0.6313262857269584,14308.575097687732
Bosnia and Herzegovina,653,6260,Bosanski Samac,2015,0.4517440247141137,0.6492479702099031,14259.868087521483
Bosnia and Herzegovina,653,6260,Bosanski Samac,2016,0.4520225139057076,0.7249683874789535,14112.606001388547
Bosnia and Herzegovina,653,6260,Bosanski Samac,2017,0.4763043337287479,0.5314923382498302,13562.256218802226
Bosnia and Herzegovina,653,6260,Bosanski Samac,2018,0.4220396191952733,0.7084410059106361,13706.337853821811
Bosnia and Herzegovina,653,6260,Bosanski Samac,2019,0.4293304603633491,0.6412510529830167,13424.62619107281
Bosnia and Herzegovina,653,6260,Bosanski Samac,2020,0.4139514512556803,0.5842568404224778,13029.952411881992
Bosnia and Herzegovina,653,6260,Bosanski Samac,2021,0.40514,0.57429,12796.19677
Bosnia and Herzegovina,653,6260,Bosanski Samac,2022,0.39632,0.56431,12562.44113
Bosnia and Herzegovina,653,6260,Bosanski Samac,2023,0.38751,0.55434,12328.68549
Bosnia and Herzegovina,653,6260,Bosanski Samac,2024,0.3787,0.54437,12094.92985
Bosnia and Herzegovina,653,6261,Bratunac,2012,0.3438876109582927,1.1062802266752578,13812.323831853504
Bosnia and Herzegovina,653,6261,Bratunac,2013,0.3417246179809814,1.1223033779747436,13717.251748514262
Bosnia and Herzegovina,653,6261,Bratunac,2014,0.2775449495043648,1.2310917470663385,13824.456803000676
Bosnia and Herzegovina,653,6261,Bratunac,2015,0.2808052023070788,1.2421437101145,13553.18755600072
