system:index,Country,Mean_Precip,Region,StdDev_Precip,Sum_Precip,Year,.geo
5_000000000000000000d5,United Republic of Tanzania,1307.4066371334977,Kusini Unguja,34.076232601398345,5055.305663582858,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d6,United Republic of Tanzania,1277.1029666662216,Lindi,100.10964906215715,2554.2059333324432,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d8,United Republic of Tanzania,1096.380916788837,Mara,132.71291149005043,90866.330570256,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d9,United Republic of Tanzania,1347.847566869655,Mbeya,329.27566861861925,77525.02064030287,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000da,United Republic of Tanzania,1237.8629240937428,Mjini Magharibi,81.38217011085743,3543.6860179938517,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000db,United Republic of Tanzania,1158.881875775077,Morogoro,256.2555818180055,12747.700633525848,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000dc,United Republic of Tanzania,,Mtwara,,0.0,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000df,United Republic of Tanzania,2020.274153135568,Pwani,303.81345154648017,49342.22519893459,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e1,United Republic of Tanzania,1246.2738702664096,Ruvuma,60.38642836653605,30775.633572814044,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e4,United Republic of Tanzania,474.413252808791,Singida,49.99823196409769,16637.9518426236,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e5,United Republic of Tanzania,875.1095871182808,Tabora,111.21924937361844,48683.547462195806,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e6,United Republic of Tanzania,1179.5853684682113,Tanga,421.20283867567923,15334.609790086746,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c9,United Republic of Tanzania,1370.8556963508074,Arusha,413.83913356486346,63994.769448470644,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d7,United Republic of Tanzania,877.5275680638541,Manyara,121.0730780052654,38821.13135422878,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000cc,United Republic of Tanzania,1248.8915250126868,Geita,87.09494686283675,30198.686836189125,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000cd,United Republic of Tanzania,957.6429791490864,Iringa,135.84352550507748,12584.555384817993,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ce,United Republic of Tanzania,1439.2889540277552,Kagera,239.3335028182733,92441.86074143753,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d1,United Republic of Tanzania,1227.6945283653954,Katavi,83.67960840509984,12276.945283653953,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000dd,United Republic of Tanzania,1166.6950440160733,Mwanza,123.80892024475392,70605.6388990433,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000de,United Republic of Tanzania,1074.697720672878,Njombe,165.19321912768515,19184.407939227218,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e0,United Republic of Tanzania,1069.5607568215855,Rukwa,144.5532776927708,4278.243027286342,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e2,United Republic of Tanzania,1100.9306811230456,Shinyanga,84.57559983367152,61233.33274654178,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e3,United Republic of Tanzania,1109.874127141025,Simiyu,71.12372239824364,42223.093754490525,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000ca,United Republic of Tanzania,1854.6846397916665,Dar-es-salaam,210.16815628717094,67488.701069125,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000cb,United Republic of Tanzania,782.0266068134288,Dodoma,63.37603035972486,23405.596326274856,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000cf,United Republic of Tanzania,2440.7242973446846,Kaskazini Pemba,0.0,1847.293291715781,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d0,United Republic of Tanzania,1068.1140391146764,Kaskazini Unguja,0.0,490.07585324085153,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d2,United Republic of Tanzania,1370.6255671648694,Kigoma,128.42758783008375,14738.256098690475,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d3,United Republic of Tanzania,1652.7448823589875,Kilimanjaro,390.25910948810815,98834.14396506746,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d4,United Republic of Tanzania,2440.7242973446846,Kusini Pemba,0.0,583.8595377961794,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d5,United Republic of Tanzania,1163.7955460760757,Kusini Unguja,20.09755830920473,4500.009444827492,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d6,United Republic of Tanzania,1162.5679078698158,Lindi,23.700029432770247,2325.1358157396317,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d8,United Republic of Tanzania,1387.168599698245,Mara,130.60036882409833,114966.35759224591,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d9,United Republic of Tanzania,1213.173277879215,Mbeya,254.3449127953643,69778.87241825272,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000da,United Republic of Tanzania,1136.2496059252,Mjini Magharibi,41.15138512950495,3252.7929895113566,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000db,United Republic of Tanzania,1325.233046852899,Morogoro,240.86630921651786,14577.563515381888,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000dc,United Republic of Tanzania,,Mtwara,,0.0,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000df,United Republic of Tanzania,1847.5473082447438,Pwani,223.13240616427967,45123.62602254222,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e1,United Republic of Tanzania,1142.1552716165295,Ruvuma,57.28420815055168,28204.516648507008,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e4,United Republic of Tanzania,792.8321605445517,Singida,59.55674686192259,27805.09024215657,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e5,United Republic of Tanzania,1234.577004995568,Tabora,169.08249234795957,68681.21330536128,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000e6,United Republic of Tanzania,1295.5557084725453,Tanga,373.50915665391926,16842.22421014309,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000c9,United Republic of Tanzania,1097.1144557470475,Arusha,272.74953544194267,51215.884240050415,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d7,United Republic of Tanzania,1035.9659481671893,Manyara,196.55764521243879,45830.32102460416,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000cc,United Republic of Tanzania,1332.0550343607579,Geita,65.91058669100518,32209.613105366403,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000cd,United Republic of Tanzania,1093.6879031867588,Iringa,190.95683271727341,14372.345739524817,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000ce,United Republic of Tanzania,1619.8645861832802,Kagera,447.8361743905561,104039.77330395984,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d1,United Republic of Tanzania,1232.336059026146,Katavi,118.84404934449955,12323.36059026146,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000dd,United Republic of Tanzania,1202.5987037810016,Mwanza,141.77300985708325,72778.44390881732,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000de,United Republic of Tanzania,1176.1088544764852,Njombe,189.50134440185633,20994.696100301808,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000e0,United Republic of Tanzania,1016.6350462010596,Rukwa,84.99111222277853,4066.5401848042384,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000e2,United Republic of Tanzania,1172.9836051599902,Shinyanga,123.06613992927635,65240.888125428006,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000e3,United Republic of Tanzania,1029.5924015472285,Simiyu,92.33144913422012,39168.925048665355,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000ca,United Republic of Tanzania,2009.9199615920772,Dar-es-salaam,233.521271378745,73137.44048475641,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000cb,United Republic of Tanzania,723.1965709898452,Dodoma,79.75681995634989,21644.847959978426,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000cf,United Republic of Tanzania,2549.721887588501,Kaskazini Pemba,0.0,1929.789507076787,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d0,United Republic of Tanzania,1114.4649122729897,Kaskazini Unguja,0.0,511.34272445466587,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d2,United Republic of Tanzania,1269.800733627795,Kigoma,151.24208972299218,13654.092594538875,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d3,United Republic of Tanzania,1494.662260247096,Kilimanjaro,398.62289739367395,89380.80316277634,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d4,United Republic of Tanzania,2549.721887588501,Kusini Pemba,0.0,609.9334711486218,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d5,United Republic of Tanzania,1265.008962301738,Kusini Unguja,28.995305285928744,4891.36798756672,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d6,United Republic of Tanzania,1310.719531295821,Lindi,43.251175316053526,2621.439062591642,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d8,United Republic of Tanzania,1468.5592735221721,Mara,195.9626846907033,121711.88896712776,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000d9,United Republic of Tanzania,1414.584572943583,Mbeya,368.025406760696,81363.57620142562,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000da,United Republic of Tanzania,1329.5970504856532,Mjini Magharibi,133.8920128331414,3806.2974386452024,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000db,United Republic of Tanzania,1490.6039425725096,Morogoro,396.9109294162826,16396.643368297606,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000dc,United Republic of Tanzania,,Mtwara,,0.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000df,United Republic of Tanzania,1936.6937624687694,Pwani,270.87630008548894,47300.897069237246,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000e1,United Republic of Tanzania,1353.6147827874056,Ruvuma,74.7794625286675,33426.32269495017,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000e4,United Republic of Tanzania,923.702715652036,Singida,82.78024835066442,32394.79759245552,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000e5,United Republic of Tanzania,1314.3417075578577,Tabora,155.19249221407088,73118.63318986575,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000e6,United Republic of Tanzania,1426.8523633901316,Tanga,377.3369345755391,18549.08072407171,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000c9,United Republic of Tanzania,1256.7576458280457,Arusha,278.8162124055959,58668.40398406689,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d7,United Republic of Tanzania,1249.6390947339132,Manyara,169.10904054638934,55283.05344193442,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000cc,United Republic of Tanzania,1383.7010185877944,Geita,116.12845090486114,33458.433257303295,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000cd,United Republic of Tanzania,1200.030299550433,Iringa,142.47746447552683,15769.809936445103,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000ce,United Republic of Tanzania,1603.6398371012697,Kagera,309.01962997684063,102997.69902762584,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d1,United Republic of Tanzania,1273.3579008297281,Katavi,77.04813524439466,12733.579008297282,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000dd,United Republic of Tanzania,1218.3761111469596,Mwanza,139.36329570559968,73733.25547929364,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000de,United Republic of Tanzania,1236.80749388119,Njombe,164.95653099005605,22078.226322145794,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000e0,United Republic of Tanzania,1165.2185950327462,Rukwa,188.44064506363182,4660.874380130985,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000e2,United Republic of Tanzania,1137.846484147403,Shinyanga,80.00240460431455,63286.575233971045,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000e3,United Republic of Tanzania,1018.7017798936497,Simiyu,114.83075616310599,38754.611634307046,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000ca,United Republic of Tanzania,1846.4183830440613,Dar-es-salaam,217.15655985019126,67187.90657359155,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000cb,United Republic of Tanzania,1060.1650838202927,Dodoma,73.57029536441732,31730.117332221467,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000cf,United Republic of Tanzania,2578.7857030034065,Kaskazini Pemba,0.0,1951.786826194735,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d0,United Republic of Tanzania,1280.4162521215621,Kaskazini Unguja,0.0,587.4851039145991,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d2,United Republic of Tanzania,1357.900409969591,Kigoma,173.32967221676233,14601.423231908308,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d3,United Republic of Tanzania,1416.1837067497368,Kilimanjaro,338.9584556664066,84687.78566363426,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d4,United Republic of Tanzania,2578.7857030034065,Kusini Pemba,0.0,616.8859916988541,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d5,United Republic of Tanzania,1247.634082478227,Kusini Unguja,23.056176021631117,4824.185118915811,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d6,United Republic of Tanzania,1279.0355532411486,Lindi,156.6854412164542,2558.071106482297,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d8,United Republic of Tanzania,1628.189020214283,Mara,272.877908615965,134941.75197336724,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000d9,United Republic of Tanzania,1294.6152299486992,Mbeya,208.32810874454745,74463.22187316694,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000da,United Republic of Tanzania,1265.5498291164226,Mjini Magharibi,9.867212972340058,3622.9465696274056,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000db,United Republic of Tanzania,1567.8995612328224,Morogoro,321.3602141039426,17246.895173561046,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000dc,United Republic of Tanzania,,Mtwara,,0.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000df,United Republic of Tanzania,1868.775452476355,Pwani,199.11411423113114,45642.09222754016,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000e1,United Republic of Tanzania,1188.133293029104,Ruvuma,59.72026093218678,29339.90331844811,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000e4,United Republic of Tanzania,1071.7882328222222,Singida,52.30818226774033,37588.243788741696,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000e5,United Republic of Tanzania,1242.6303001064641,Tabora,101.93961165460541,69129.22916592273,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000e6,United Republic of Tanzania,1581.6917758303193,Tanga,264.9231627348215,20561.99308579415,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000c9,United Republic of Tanzania,883.5923605843357,Arusha,273.0429508235317,41248.170432925224,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d7,United Republic of Tanzania,685.5796028614128,Manyara,95.8854073827148,30329.503921096464,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000cc,United Republic of Tanzania,1260.4742602673055,Geita,110.06129654161059,30478.76191689492,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000cd,United Republic of Tanzania,772.873479430265,Iringa,106.29181247640406,10156.466782630658,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000ce,United Republic of Tanzania,1282.7569375310022,Kagera,247.26109792981362,82388.2083250304,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d1,United Republic of Tanzania,1052.853087821603,Katavi,124.10194076807409,10528.530878216028,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000dd,United Republic of Tanzania,1151.3480943956583,Mwanza,114.8970231013516,69676.87761848548,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000de,United Republic of Tanzania,937.4150221145634,Njombe,215.59223993054258,16733.777179080364,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000e0,United Republic of Tanzania,877.8257865309715,Rukwa,102.82232241440701,3511.303146123886,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000e2,United Republic of Tanzania,1007.2823830036065,Shinyanga,86.57189957910708,56024.65112996137,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000e3,United Republic of Tanzania,983.2737725707577,Simiyu,85.56591657133696,37406.819089054596,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000ca,United Republic of Tanzania,1135.328189698051,Dar-es-salaam,152.35480287577641,41312.58930277731,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000cb,United Republic of Tanzania,606.4540920420403,Dodoma,51.88706743580588,18150.814237117065,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000cf,United Republic of Tanzania,1692.6365251541138,Kaskazini Pemba,0.0,1281.093526881349,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d0,United Republic of Tanzania,573.3850274085999,Kaskazini Unguja,0.0,263.0825419874752,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d2,United Republic of Tanzania,1204.9806371926718,Kigoma,115.42191309155523,12957.085910518847,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d3,United Republic of Tanzania,1074.8016145275305,Kilimanjaro,319.19003816993853,64273.13654874633,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d4,United Republic of Tanzania,1692.6365251541138,Kusini Pemba,0.0,404.90520797804294,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d5,United Republic of Tanzania,668.4508948613857,Kusini Unguja,20.70055188367576,2584.6767934640247,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d6,United Republic of Tanzania,1117.0777828097343,Lindi,19.138918220992927,2234.1555656194687,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d8,United Republic of Tanzania,1243.8231583177414,Mara,134.73770959308382,103086.11226622408,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000d9,United Republic of Tanzania,1152.288386346275,Mbeya,296.30208094085896,66276.91671584634,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000da,United Republic of Tanzania,619.5261820767024,Mjini Magharibi,40.84355271163404,1773.5455408470302,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000db,United Republic of Tanzania,965.0311552177776,Morogoro,302.41463413306013,10615.342707395554,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000dc,United Republic of Tanzania,,Mtwara,,0.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000df,United Republic of Tanzania,1148.3689265117557,Pwani,131.5813073140345,28047.222252216532,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000e1,United Republic of Tanzania,1215.2956183503993,Ruvuma,85.15108314083105,30010.652975499863,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000e4,United Republic of Tanzania,669.5916874471507,Singida,74.68212914460017,23482.974356234776,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000e5,United Republic of Tanzania,1035.8046328450957,Tabora,127.21179393581474,57623.23341780598,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000e6,United Republic of Tanzania,817.6307439162181,Tanga,165.8623936306284,10629.199670910835,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000c9,United Republic of Tanzania,771.9951134094573,Arusha,184.84768486471805,36038.54835304384,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d7,United Republic of Tanzania,806.4323261626822,Manyara,82.25496255861634,35675.93361349498,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000cc,United Republic of Tanzania,1231.1664662235567,Geita,82.20032421286994,29770.087963664508,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000cd,United Republic of Tanzania,1437.4271374464197,Iringa,174.92806884845754,18889.48367679589,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000ce,United Republic of Tanzania,1444.6258324287674,Kagera,327.17343768344034,92784.63483732686,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d1,United Republic of Tanzania,1427.8367806172737,Katavi,99.11285115310193,14278.367806172737,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000dd,United Republic of Tanzania,1199.1140701147106,Mwanza,148.28817053798292,72567.56207847143,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000de,United Republic of Tanzania,1555.0854067732198,Njombe,178.1682244552633,27759.799104438025,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000e0,United Republic of Tanzania,1452.494555328565,Rukwa,246.3578303290218,5809.97822131426,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000e2,United Republic of Tanzania,1144.0949440390868,Shinyanga,86.66535621352517,63634.11212277007,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000e3,United Republic of Tanzania,1053.6470846816248,Simiyu,74.32174366089478,40084.04066077036,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000ca,United Republic of Tanzania,1166.3963240265753,Dar-es-salaam,130.26127571743896,42443.10388487291,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000cb,United Republic of Tanzania,1182.7986933884497,Dodoma,125.98266633971959,35400.469129179015,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000cf,United Republic of Tanzania,1410.574444770813,Kaskazini Pemba,0.0,1067.61124643438,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d0,United Republic of Tanzania,633.313124652952,Kaskazini Unguja,0.0,290.5789630760603,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d2,United Republic of Tanzania,1136.4640388553867,Kigoma,86.66052011863125,12220.330958986156,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d3,United Republic of Tanzania,895.89131035818,Kilimanjaro,255.54961792582333,53574.30035941917,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d4,United Republic of Tanzania,1410.574444770813,Kusini Pemba,0.0,337.43153384713565,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d5,United Republic of Tanzania,678.7168508933112,Kusini Unguja,14.022708204493444,2624.3718234541366,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d6,United Republic of Tanzania,1209.347808688879,Lindi,100.98114266991541,2418.695617377758,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d8,United Republic of Tanzania,1514.7941983199592,Mara,253.5195387063254,125543.76700899612,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000d9,United Republic of Tanzania,1752.885316090675,Mbeya,297.78063580643015,100821.83894549776,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000da,United Republic of Tanzania,647.4709308858553,Mjini Magharibi,47.21866629225044,1853.5442335163698,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000db,United Republic of Tanzania,1393.8351968333802,Morogoro,498.52720969401565,15332.187165167183,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000dc,United Republic of Tanzania,,Mtwara,,0.0,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000df,United Republic of Tanzania,1186.2795016603857,Pwani,113.7358495157713,28973.132299376015,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000e1,United Republic of Tanzania,1432.850952539111,Ruvuma,133.31635940658686,35382.98999270111,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000e4,United Republic of Tanzania,1133.114235332567,Singida,51.771353493731155,39738.98277089861,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000e5,United Republic of Tanzania,1303.747217911239,Tabora,96.62637244617021,72529.24718936798,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000e6,United Republic of Tanzania,936.9505055890634,Tanga,170.41603617906515,12180.356572657824,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000c9,United Republic of Tanzania,970.0625427347677,Arusha,337.03484260167954,45284.80199495951,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000d7,United Republic of Tanzania,692.0276293064536,Manyara,81.27364220657452,30614.759553749424,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000cc,United Republic of Tanzania,1346.5734042775466,Geita,108.53680236866074,32560.672983432753,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000cd,United Republic of Tanzania,1015.1019489846989,Iringa,176.96946298772394,13339.633847245983,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000ce,United Republic of Tanzania,1383.7269672546913,Kagera,309.11598004511984,88873.25595959737,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000d1,United Republic of Tanzania,1603.7932626277209,Katavi,117.29787802656905,16037.932626277208,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000dd,United Republic of Tanzania,1321.0329574268626,Mwanza,159.82100263483704,79945.80627063272,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000de,United Republic of Tanzania,1056.5201901590783,Njombe,199.27247664925562,18859.921198447548,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
