system:index,Country,Mean_PDSI,Region,StdDev_PDSI,Year,.geo
3_000000000000000000c9,United Republic of Tanzania,0.5022029009856632,Arusha,0.7039776977212338,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d7,United Republic of Tanzania,0.6984170286322131,Manyara,0.4449920762329407,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000cc,United Republic of Tanzania,-3.9217919504811323,Geita,0.9955508376018956,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000cd,United Republic of Tanzania,-4.771258330846513,Iringa,1.3361164565164796,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000ce,United Republic of Tanzania,-3.2044464627345617,Kagera,0.8756955449079372,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d1,United Republic of Tanzania,-4.359583333333333,Katavi,1.6833266604653219,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000dd,United Republic of Tanzania,-2.7446148155348196,Mwanza,0.3156158382127046,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000de,United Republic of Tanzania,-2.981102995020504,Njombe,0.3403595981429288,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000e0,United Republic of Tanzania,-3.3216666666666668,Rukwa,0.6866254538603185,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000e2,United Republic of Tanzania,-3.767134656513666,Shinyanga,0.5767446449930315,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000e3,United Republic of Tanzania,-2.839836700683778,Simiyu,0.4182853011288814,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000ca,United Republic of Tanzania,-2.9878140604231778,Dar-es-salaam,0.1098214226722707,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000cb,United Republic of Tanzania,-1.356403629454927,Dodoma,1.531098321033903,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000cf,United Republic of Tanzania,-2.88,Kaskazini Pemba,0.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d0,United Republic of Tanzania,-3.841666666666667,Kaskazini Unguja,0.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d2,United Republic of Tanzania,-5.059897884755654,Kigoma,1.5000089616134382,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d3,United Republic of Tanzania,-0.0051923076923077625,Kilimanjaro,1.0310884805629026,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d4,United Republic of Tanzania,-2.88,Kusini Pemba,0.0,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d5,United Republic of Tanzania,-3.828163596966414,Kusini Unguja,0.11678018286982796,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d6,United Republic of Tanzania,-0.6008333333333333,Lindi,0.12333333333333382,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d8,United Republic of Tanzania,-1.313075691618561,Mara,0.9374517131568264,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000d9,United Republic of Tanzania,-3.263084304902161,Mbeya,0.34384988195351707,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000da,United Republic of Tanzania,-3.8672673434856177,Mjini Magharibi,0.11349397996217114,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000db,United Republic of Tanzania,-3.0692424242424248,Morogoro,1.472161343752296,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000dc,United Republic of Tanzania,,Mtwara,,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000df,United Republic of Tanzania,-2.9464769321344457,Pwani,0.21310116246916375,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000e1,United Republic of Tanzania,-3.80993105182362,Ruvuma,0.3736445815655976,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000e4,United Republic of Tanzania,-0.7053005143687802,Singida,0.5760435168411786,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000e5,United Republic of Tanzania,-3.779721732694206,Tabora,1.4693880621062338,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000e6,United Republic of Tanzania,-2.24,Tanga,0.4697119047930054,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000c9,United Republic of Tanzania,2.9115696404569897,Arusha,0.9721143765581817,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d7,United Republic of Tanzania,4.099729633897705,Manyara,0.6276359296327078,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000cc,United Republic of Tanzania,3.89431425018921,Geita,0.6877916122922081,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000cd,United Republic of Tanzania,1.8123346264796574,Iringa,1.4778034582529882,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000ce,United Republic of Tanzania,3.598151992510277,Kagera,1.2311011496189344,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000d1,United Republic of Tanzania,2.263333333333333,Katavi,1.497368988889809,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000dd,United Republic of Tanzania,5.133134072058063,Mwanza,0.14121351122604603,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
