country,adm1_code,adm2_code,adm2_name,Median_Pop,StdDev_Pop,population_2024,Mean_GPP,StdDev_GPP,Mean_LST,StdDev_LST,Mean_NTL,StdDev_NTL,Sum_NTL,Median_NDVI,StdDev_NDVI,ndvi_lst_ratio
Turkey,3042,27742,Egil,0.3943401881126274,2.8109452251021247,24960.354788872166,0.002317617321345883,840.6697627050517,285.50536980688037,1.1451974034649364,2.9715602934500676,6.380724591778895,737.984085583919,0.3226298193136851,0.03630775523965336,0.001130030652424913
Turkey,3042,27743,Ergani,0.3328944315789946,11.210803059293603,117393.63996351103,0.002830600847167473,10243.65237289509,284.4491442931478,1.283483652277381,7.371098770617324,18.108365128284603,4670.935212726599,0.3195877952327264,0.05762555849346844,0.0011235322785972785
Turkey,3042,27744,Hani,0.3447272671538171,4.4817566743669275,21172.898063454515,0.0038835170973504167,710.366682777757,285.12440595447777,0.9404216400933754,3.7914616709694204,8.786652569364298,1121.6481785670242,0.33460915088653564,0.04231464740752419,0.001173554925143653
Turkey,3042,27745,Hazro,0.11404427525595898,1.7561671874920375,10054.727709489607,0.0015507731641260381,796.1994726428092,285.23327148003403,1.0211302907533135,2.8774703030711453,5.9462369630239955,366.48815883586144,0.37361983954906464,0.03711527424005193,0.0013098746776994336
Turkey,3042,27746,Kocakoy,0.2539810470320025,3.779818017231148,19927.759477729847,0.0038096031074747183,750.1505556830462,285.00627277194394,0.8910464189860744,5.157147706246028,10.118450684885918,893.1573103958561,0.3617464470842016,0.03681398512418152,0.0012692578432253088
Turkey,3042,27747,Kulp,0.1113237739044201,3.0921949990826345,19851.255055977104,0.000496271548606535,735.2201714648209,285.13828498727656,1.266687034474237,3.9101148216660553,8.793025005751854,596.5148501664818,0.36788349598646164,0.044671285086319755,0.001290193268865587
Turkey,3042,27748,Lice,0.06303005293891305,2.220610707007023,15491.095714185143,0.001593168135579185,665.4506106929418,284.1983842054192,1.2026701365754813,3.4792513125249407,8.74517880114032,949.2761992847459,0.35010990500450134,0.04308410704444246,0.0012319208146920398
Turkey,3042,27749,Merkez,0.31886981217683996,16.80071632842323,829345.0823643862,0.009860278401138867,17291.985273899674,284.6014728133145,1.317578846393697,16.358647592890204,24.457088704403752,37288.92774818095,0.35659399981225587,0.06375142151876073,0.0012529590809467284
Turkey,3042,27750,Silvan,0.0056534573768387275,3.2841383323816413,35690.04211333854,0.0034810130101906984,11406.407089350674,285.2690650608012,1.3696778295011134,5.587839492817338,10.391061059984144,3164.5578530028356,0.3857055200188522,0.04286539783194141,0.0013520762229744202
Turkey,3044,27760,Agin,0.01608381764690168,0.27863562131362,515.432180994404,0.0008812374324963632,863.3983604854064,282.80025261009405,1.1183448042867692,4.403962252828036,6.18459183387323,191.85732026143782,0.31564557552337646,0.03253757182176889,0.001116143188028079
Turkey,3043,27755,Lalapasa,0.02630996240472864,0.35238062740596404,3647.589001156782,0.004317708852975912,3877.821026845425,281.802610527327,0.572580051428719,3.9226204652826913,7.473381203014945,970.7639596180188,0.42148739099502563,0.064663415506605,0.0014956830605873793
Turkey,3044,27762,Aricak,0.4041853111727533,1.734217457235049,5344.422434044687,0.001145137673517553,866.3438221906607,284.09801031114176,0.8873385933025056,1.9508498313448313,1.9728079902406574,145.32683684794674,0.32587475577990216,0.04716713406632423,0.001147050468333118
Turkey,3044,27761,Alacakaya,0.4591485290236802,2.095992799047237,6428.022039603416,0.0008544908358341218,1201.37147969403,284.5544958714793,0.8490289362252619,2.787040094860056,4.099155186146829,165.10206930570982,0.3317350447177887,0.06966512629289502,0.001165804967170924
Turkey,3044,27763,Baskil,0.02357142364507532,0.2050604019727088,2678.9514617117093,0.0012972316225392535,8995.133905625164,282.87826487214045,2.4557221900373385,2.024244184844104,4.418318570647542,533.5034467875204,0.2990292211373647,0.0764801719209411,0.0010570950768258012
Turkey,3044,27764,Karakocan,0.04302696019522906,2.1944544967331012,9828.348771311117,0.0015301196100833477,3888.447816227629,280.1662396030066,1.2884133024385112,4.256343978043365,7.010252744882898,1027.4146701196205,0.3409191403124068,0.04134284395174961,0.001216845901188832
Turkey,3044,27765,Keban,0.04860459390589414,0.6644692074599035,2367.726230266612,0.0008232127861609538,13493.220454606939,283.89506655109784,2.195572641401897,4.3932223651805,4.310830421505313,253.15297817240105,0.2974797785282135,0.06884826765041735,0.0010478511731188205
Turkey,3044,27766,Kovancilar,0.11516703862397895,2.7363186424632104,17269.795497657586,0.0023019437733644427,13684.781291646543,281.7311318961779,1.1479866317874372,7.0827034427051085,9.801017872354484,1610.7178641016155,0.31104538838068646,0.04335915168998399,0.0011040504692797362
Turkey,3044,27767,Maden,0.012317901149480066,0.8771647524743049,4371.770194209643,0.0008609115539399851,5719.310291265089,280.6805401363416,2.2143759071653366,4.43051285841611,7.3273098904493805,503.41050807744466,0.321603387594223,0.07548420646575682,0.0011457986629140836
Turkey,3044,27768,Merkez,0.15963772230017784,11.436340131142794,389140.60895051726,0.0068066588187920005,13379.007611673509,281.6440001773192,1.490274295028403,14.2290533925494,22.340516638523322,26332.676809717595,0.30259399251504376,0.06236027437583825,0.0010743846569589083
Turkey,3044,27769,Palu,0.11660418311642509,1.8091376905264245,12823.044014393021,0.000800771573206832,1245.961324678291,283.0624183309006,1.03121593999039,6.505547806041352,8.551032622165765,736.4024996917005,0.30213695764541626,0.06251162959462458,0.0010673863362963907
Turkey,3044,27770,Sivrice,0.041948538106818506,0.2815754115622816,3126.874754486321,0.002746013648492905,10966.350705537005,280.9999967301352,2.3441945773730772,2.0044489894835382,2.9635536527654183,515.2927413984465,0.29801998145972625,0.07493693897568893,0.001060569341379518
Turkey,3045,27771,Cayirli,-0.004625855548642737,0.7090895899045602,3516.608554846408,0.0008365784415271367,1221.8282882291412,275.6505439846686,0.8147535321393636,4.6156503095929775,7.070596690904554,588.7759736095702,0.28773491084575653,0.05010441000061995,0.001043839444995835
Turkey,3045,27772,Ilic,0.027578329967710417,0.566491710699315,2606.6983965330946,0.00033860358755063405,1339.5026499099,281.1213094338349,1.6303712914158177,4.0335922123775,6.680825703780088,420.85393883339515,0.26862483223279315,0.0610744413025145,0.000955547741200377
Turkey,3045,27773,Kemah,0.010958857409575426,0.5388796442437987,2029.4342580046348,0.00015338128174887238,1266.0706456665814,278.97038306866534,1.0230050214424686,3.8831286812418906,7.365363894511479,244.6371069182391,0.2860203683376312,0.05243868330710809,0.0010252714470669476
Turkey,3045,27775,Merkez,0.650387596820063,5.583568316565332,99926.97383750856,0.008369252451219803,20353.070578761908,278.77562788185566,0.9464765816624092,17.353140092234426,23.13339998601638,14856.533619435195,0.31739395260810854,0.08438294463648785,0.001138528339151008
Turkey,3045,27776,Otlukbeli,-0.0001807849029459678,0.38666973860364473,597.0946000760168,0.0005519508910572555,956.495961504803,274.8377668960634,0.6956116016601716,3.370600467281934,4.166892097259982,124.71221728943156,0.2701827883720398,0.03577188522345874,0.0009830628134677576
Turkey,3045,27774,Kemaliye,0.015007312676257916,0.3683025144934162,1243.9959666054847,0.0002641201809750093,924.2871060016937,282.2990930018399,1.3625340920882743,0.8029743479446586,0.668628832837044,42.26479097299298,0.32581862807273865,0.05246644859442617,0.0011541610871226395
Turkey,3045,27777,Refahiye,-0.02757320628170858,0.8279439789424389,3847.4274114363993,0.00045986065651241814,1810.5806502358096,275.0570364166791,1.4448855004195964,7.305631797334101,15.337738920634154,857.4806262518025,0.2993766188621521,0.08245154537107427,0.0010884165072171856
Turkey,3045,27778,Tercan,0.006126735347860311,0.8927697333909487,6223.350693939288,0.0010667069497540694,8765.21234327817,276.2398275347344,0.8871667905032941,3.278544532659826,4.6693052324970665,729.5854433345665,0.27677202224731445,0.057095017976147175,0.0010019265676399004
Turkey,3045,27779,Uzumlu,0.019475006328823555,0.1374423854024428,1077.807243563073,0.0017606690518770362,1770.8551278184589,278.78846487513187,1.1298752691872014,6.486036244283897,6.416867340688425,1067.1437279565916,0.34477972984313965,0.0697748659302017,0.0012367073006322733
Turkey,3046,27780,Askale,-0.02082800374321509,1.7832455672977117,12125.411909429367,0.0016462337974131231,17072.32320768819,273.9694902353361,0.9733720116236697,6.614128798835105,12.13525684757032,1419.547666789986,0.25902097672224045,0.046877158188056364,0.0009454373058100189
Turkey,3046,27781,Cat,0.14700552779576642,3.255054805833894,11542.059003458315,0.00067413962834818,1073.0045366670784,272.8257909215386,0.7865821495144733,3.7586717833919625,6.43116263917166,443.52327044025157,0.24552960693836212,0.03808326080817217,0.0008999501334130594
Turkey,3046,27783,Horasan,0.06075973272577261,3.9152850270489217,33187.992242633205,0.0018745997067075957,15507.558696387492,274.82857701704324,0.8440812718995679,5.519879190561926,12.399526550234356,1844.050934763843,0.2620737552642822,0.03228838897065413,0.0009535898999616403
Turkey,3046,27782,Hinis,-0.006016120907342999,2.2955188416688337,12175.184936552394,0.0013497603334463515,6449.038228327737,275.8705662964778,1.301580710079679,4.525815529941517,9.154392585993197,1163.13459119497,0.2918753723303477,0.05199101099458649,0.001058015634827347
Turkey,3046,27785,Ispir,0.01701747466878016,0.3615482481432535,4408.313393495457,0.0008360415088623833,7048.5324012573055,276.28687209158835,3.4398762871216215,3.023895486590711,4.915007057995589,651.8332827722282,0.3310931846499443,0.0639466320622685,0.0011983674147940978
Turkey,3046,27784,Ilica,0.023480461612520306,2.7938586304426964,20436.56658783757,0.0022652048151504066,12173.28610710132,273.20147874462657,0.839720131409157,4.012525102477206,7.194683303726789,1594.1211493402386,0.27825950980186465,0.04908858890471658,0.0010185139226935372
Turkey,3046,27786,Karacoban,0.19918158694250135,3.720636241297566,16359.951724513821,0.0054416759423219045,17937.26892046026,275.8002038135205,0.6023284840946338,6.34288842575521,8.135984654237538,972.3772327044027,0.2909759283065796,0.05118440236581878,0.0010550243411107847
Turkey,3046,27788,Koprukoy,0.12214399988679768,2.3509987928928924,12088.86890616421,0.0017413410083317723,1211.5134143038592,274.6815464446037,0.6933123460865667,4.054640887287375,7.036916714708171,579.3048292021214,0.289284884929657,0.04261224447757658,0.0010531646143473216
Turkey,3046,27787,Karayazi,0.037707446293004064,2.0807809085678977,19169.219193102206,0.0009849662293134488,8952.060196915274,273.647814081226,1.6089314147343408,3.851998305920868,11.904787692125455,1145.5087668023186,0.2505182723204295,0.03199624759042392,0.0009154769723322876
Turkey,3046,27789,Merkez,-0.06515841450903548,9.443627578578047,162773.5553962635,0.011487284399772927,27186.35800772339,274.2862749360615,0.8346096303886938,42.878019160960534,48.49938469695156,29412.639653471433,0.2624522218740758,0.06462793717401433,0.0009568551030679741
Turkey,3046,27790,Narman,-0.04954533129039991,1.4584745002177262,6758.195980060024,0.0018148794394948565,1880.156939384171,274.5662412483148,1.4640850301161348,4.079432450568084,9.415514310217494,925.1512886915774,0.28044333308935165,0.058312427326209476,0.0010214050052705559
Turkey,3046,27791,Oltu,0.046280463417504164,2.3563800590658914,18879.048239933916,0.001991984157025549,10566.483093108664,277.0255086712143,1.7930027689010606,5.882876503596185,13.896484850709804,2191.544523369096,0.26307347416877747,0.055816650272579094,0.0009496362823432419
Turkey,3046,27792,Olur,0.03211014722778505,1.0214212702671355,4637.999193148211,0.0011838805563369485,1573.2252106428512,278.09189963281494,2.1148855960699025,1.933422814018975,3.1575359356666275,268.16953532955733,0.32844431698322296,0.056077365639677065,0.0011810639483454642
Turkey,3046,27793,Pasinler,-0.010580017415536346,2.640174839101779,15498.117735809656,0.0027479679198280566,14017.281306916399,274.1518722411587,0.7676333812558545,4.565566224367237,9.538214720242651,1327.3801911456403,0.3210090845823288,0.04549820939655646,0.0011709169883033007
Turkey,3046,27794,Pazaryolu,0.06672983626969056,0.3965887644297274,1976.745408718171,0.0008016957185941284,1547.651050447296,275.4644911713623,1.8161173250740534,3.1490219252073826,3.481877198716338,273.34745221358986,0.27007627487182617,0.05617454017070375,0.0009804395249760733
Turkey,3046,27796,Tekman,0.1728286042232682,2.8772875181141613,16075.62788063367,0.0006001195152622734,899.8669872164166,272.475614893697,0.5841110821814798,2.686528554723303,5.862149336131003,534.6191823899372,0.2427879199385643,0.031454813020279825,0.0008910445803867072
Turkey,3046,27795,Senkaya,0.043877049596854595,1.3507451248548508,10790.466355852452,0.00167515246269908,1710.1535186847004,276.2853033579087,1.9057050759163934,1.9383417213971466,3.0016316479031033,723.396731765499,0.3307577595114708,0.0573728628054514,0.0011971601655662327
Turkey,3046,27797,Tortum,0.0600758983005824,0.9108778386895011,7794.027792476042,0.0007713691690254116,1937.997938162841,275.1755348417012,2.2296258361282053,3.2426678956119415,4.513587869797718,564.2242138364778,0.30157337869916645,0.05894101757618219,0.0010959309259547763
Turkey,3046,27798,Uzundere,-0.01587400022644732,0.9905575991137543,4894.189630901537,0.0026067805491908217,7636.741695826903,279.3607815145658,1.1845256059765714,3.2271710589567197,4.398477377724137,611.808354914293,0.27196528762578964,0.06221943447465917,0.0009735270861977075
